date,quarter,adj_close,close,net_profit_yi,non_gaap_yi,net_profit_ttm_yi,non_gaap_ttm_yi
2015-03-31,2015Q1,13.76616096496582,15.821428298950195,2.1532293662,2.1485177393,2.2873676741,2.3005671105000007
2015-06-30,2015Q2,17.551076889038086,20.171428680419922,0.64099963,0.6314261076000003,2.7511552532000003,2.759036280600001
2015-09-30,2015Q3,9.484044075012207,10.899999618530273,0.8584327975999999,0.8546016500999998,3.2244087770000003,3.211421053000001
2015-12-31,2015Q4,11.97624683380127,13.76428508758545,1.5533675618,1.5561348305,5.2060293556,5.190680327500001
2016-03-31,2016Q1,11.35474967956543,13.050000190734863,2.9470934838,2.942973228,5.9998934732,5.9851358162000015
2016-06-30,2016Q2,13.784805297851562,15.842857360839844,0.6422066895,0.6267226843000002,6.001100532700001,5.980432392900001
2016-09-30,2016Q3,12.298600196838379,13.949999809265137,0.9224460868,0.9356573543,6.065113821899999,6.061488097100002
2016-12-31,2016Q4,15.75581169128418,17.871427536010742,1.5395133473999998,1.5226695706999998,6.051259607499999,6.028022837300001
2017-03-31,2017Q1,18.44475746154785,20.921428680419922,4.6771058729,4.6721847007,7.781271996599999,7.757234310000001
2017-06-30,2017Q2,21.845293045043945,24.7785701751709,1.3397311865,1.3397315957,8.478796493599999,8.4702432214
2017-09-30,2017Q3,35.25377655029297,39.32142639160156,2.0384706389,2.0390330048999994,9.594821045699998,9.573618871999999
2017-12-31,2017Q4,36.49614715576172,40.7071418762207,1.4685754247999991,1.375511439400002,9.5238831231,9.426460740700001
2018-03-31,2018Q1,35.202545166015625,39.264286041259766,7.1577166226,7.1039501083,12.004493872799998,11.858226148300002
2018-06-30,2018Q2,40.274471282958984,44.92142868041992,2.266582069300001,2.3438380935999996,12.931344755599998,12.862332646200002
2018-09-30,2018Q3,30.668947219848633,33.77857208251953,3.2925865161999983,3.261237040300001,14.185460632899996,14.084536681600005
2018-12-31,2018Q4,22.7309513092041,25.03571319580078,2.3535591920000005,1.9250828697999989,15.070444400099998,14.634108112000002
2019-03-31,2019Q1,39.2165641784668,43.19285583496094,8.7881422123,8.7724988916,16.7008699898,16.3026568953
2019-06-30,2019Q2,44.78094482421875,49.32142639160156,3.273606158799998,3.1168686139999995,17.707894079299997,17.075687415700003
2019-09-30,2019Q3,50.67307662963867,55.22142791748047,5.056609998200003,5.2080875246,19.471917561300003,19.022537899999996
2019-12-31,2019Q4,58.79413986206055,64.07142639160156,2.5709749733000002,2.299360732700002,19.6893333426,19.396815762900005
2020-03-31,2020Q1,59.10875701904297,64.4142837524414,12.278077577000001,12.281590115699998,23.179268707300004,22.905906987
2020-06-30,2020Q2,95.6863021850586,103.57142639160156,4.0112412483999975,3.653360407000001,23.9169037969,23.442398780000005
2020-09-30,2020Q3,130.78668212890625,141.5642852783203,8.712798170700001,8.723968635000002,27.573091969399997,26.9582798904
2020-12-31,2020Q4,247.6559295654297,268.06427001953125,5.790219969700001,5.7757100971999975,30.792336965800004,30.434629254899995
2021-03-31,2021Q1,219.61656188964844,237.7142791748047,21.8205679428,21.803437101300002,40.334827331599996,39.9564762405
2021-06-30,2021Q2,295.6376647949219,320.0,13.615178459300001,13.598437301599997,49.938764542499996,49.9015531351
2021-09-30,2021Q3,291.6148376464844,315.5,13.351879899399997,13.346773060200007,54.5778462712,54.524357560300004
2021-12-31,2021Q4,291.8736267089844,315.7799987792969,4.348493863100003,3.8453134174999946,53.1361201646,52.59396088060001
2022-03-31,2022Q1,235.60260009765625,254.89999389648438,37.1010597627,37.0716578283,68.4166119845,67.8621816076
2022-06-30,2022Q2,301.91168212890625,324.79998779296875,13.025072774800002,12.992804182900002,67.8265063,67.2565484889
2022-09-30,2022Q3,281.545654296875,302.8900146484375,20.956528757100003,20.95555295100001,75.4311551577,74.8653283797
2022-12-31,2022Q4,264.90704345703125,284.989990234375,9.876060039799995,9.853163985799995,80.9587213344,80.873178948
2023-03-31,2023Q1,253.20423889160156,272.3999938964844,48.190175824200004,48.1305862323,92.0478373959,91.932107352
2023-06-30,2023Q2,174.87998962402344,185.07000732421875,19.482128887099996,19.4638826925,98.50489350820001,98.40318586160001
2023-09-30,2023Q3,226.31304931640625,239.5,26.639741952199998,26.6833327083,104.18810670329998,104.13096561889998
2023-12-31,2023Q4,218.0259246826172,230.72999572753906,10.0690974412,10.169966898900014,104.38114410469998,104.447768532
2024-03-31,2024Q1,231.5858154296875,245.0800018310547,62.6242515998,62.6062963368,118.81521988029999,118.92347863650002
2024-06-30,2024Q2,199.2688751220703,210.8800048828125,21.474671536600006,21.485647896100005,120.80776252979999,120.94524384010003
2024-09-30,2024Q3,211.42652893066406,218.88999938964844,29.4008129348,29.42448326759998,123.5688335124,123.6863943994
2024-12-31,2024Q4,177.92901611328125,184.2100067138672,8.929107166500003,8.939747433100024,122.42884323770002,122.45617493360001
2025-03-31,2025Q1,209.88951110839844,214.27999877929688,66.4758286787,66.55610894899999,126.28042031660001,126.4059875458
2025-06-30,2025Q2,172.77586364746094,176.38999938964844,18.574944134000006,18.605872563600016,123.38069291400002,123.52621221330001
2025-09-30,2025Q3,194.00999450683594,194.00999450683594,28.994317895299986,28.95096024489999,122.97419787449999,123.05268919060002
2025-12-31,2025Q4,171.6999969482422,171.6999969482422,8.418202664500015,8.417449871299993,122.46329337250002,122.53039162879999
2026-03-31,2026Q1,143.05999755859375,143.05999755859375,53.82557651,53.7898744317,109.81304120380003,109.7641571115
