SECURITY_CODE,SECUCODE,SECURITY_NAME_ABBR,ORG_CODE,TRADE_MARKET,BOARD_CODE,BOARD_NAME,ORIG_BOARD_CODE,TOTAL_MARKET_CAP,NOTLIMITED_MARKETCAP_A,CLOSE_PRICE,CHANGE_RATE,TOTAL_SHARES,FREE_SHARES_A,PE_TTM,PE_LAR,PB_MRQ,PCF_OCF_LAR,PCF_OCF_TTM,PS_TTM,PEG_CAR,TRADE_DATE
600809,600809.SH,山西汾酒,10634767,069001001001,016165,白酒Ⅱ,1277,48781891306.44,48781891306.44,56.34,-1.140550973855,865848266,865848266,50.84189801,51.67016403,9.31631357,54.4166238,57.56207807,8.32415191,0.60080033,2018-01-02 00:00:00
600809,600809.SH,山西汾酒,10634767,069001001001,016165,白酒Ⅱ,1277,49067621234.22,49067621234.22,56.67,0.585729499468,865848266,865848266,51.13969401,51.97281143,9.37088196,54.73535801,57.89923614,8.37290892,0.6043194,2018-01-03 00:00:00
600809,600809.SH,山西汾酒,10634767,069001001001,016165,白酒Ⅱ,1277,51007121350.06,51007121350.06,58.91,3.952708664196,865848266,865848266,53.16109712,54.02714525,9.74128563,56.89888725,60.18782427,8.70386562,0.62820638,2018-01-04 00:00:00
600809,600809.SH,山西汾酒,10634767,069001001001,016165,白酒Ⅱ,1277,50608831147.7,50608831147.7,58.45,-0.780852147343,865848266,865848266,52.74598756,53.60527312,9.66522059,56.45459107,59.71784635,8.6359013,0.62330102,2018-01-05 00:00:00
600809,600809.SH,山西汾酒,10634767,069001001001,016165,白酒Ⅱ,1277,49665056537.76,49665056537.76,57.36,-1.864841745081,865848266,865848266,51.76235836,52.60561961,9.48497952,55.40180229,58.60420302,8.4748554,0.61167744,2018-01-08 00:00:00
600809,600809.SH,山西汾酒,10634767,069001001001,016165,白酒Ⅱ,1277,51223583416.56,51223583416.56,59.16,3.138075313808,865848266,865848266,53.38670015,54.25642357,9.78262532,57.14035257,60.44324705,8.74080275,0.63087234,2018-01-09 00:00:00
600809,600809.SH,山西汾酒,10634767,069001001001,016165,白酒Ⅱ,1277,51171632520.6,51171632520.6,59.1,-0.101419878296,865848266,865848266,53.33255542,54.20139678,9.7727038,57.08240089,60.38194558,8.73193784,0.63023251,2018-01-10 00:00:00
600809,600809.SH,山西汾酒,10634767,069001001001,016165,白酒Ⅱ,1277,51007121350.06,51007121350.06,58.91,-0.321489001692,865848266,865848266,53.16109712,54.02714525,9.74128563,56.89888725,60.18782427,8.70386562,0.62820638,2018-01-11 00:00:00
600809,600809.SH,山西汾酒,10634767,069001001001,016165,白酒Ⅱ,1277,51344802173.8,51344802173.8,59.3,0.662026820574,865848266,865848266,53.51303785,54.38481944,9.80577555,57.27557315,60.58628381,8.76148754,0.63236528,2018-01-12 00:00:00
600809,600809.SH,山西汾酒,10634767,069001001001,016165,白酒Ⅱ,1277,53085157188.46,53085157188.46,61.31,3.389544688027,865848266,865848266,55.32688618,56.2282172,10.1381467,59.21695429,62.63988297,9.05846208,0.65379958,2018-01-15 00:00:00
