date,close
20161230,1000.0
20170103,1008.39
20170104,1017.47
20170105,1019.16
20170106,1023.21
20170109,1033.58
20170110,1030.56
20170111,1024.99
20170112,1016.6
20170113,1015.87
20170116,1019.21
20170117,1018.97
20170118,1025.75
20170119,1021.79
20170120,1028.54
20170123,1030.94
20170124,1031.9
20170125,1033.69
20170126,1032.92
20170203,1028.46
20170206,1034.8
20170207,1032.75
20170208,1038.48
20170209,1043.13
20170210,1055.33
20170213,1061.9
20170214,1066.37
20170215,1059.87
20170216,1068.1
20170217,1057.31
20170220,1074.68
20170221,1074.76
20170222,1080.87
20170223,1074.65
20170224,1073.11
20170227,1075.88
20170228,1077.17
20170301,1078.0
20170302,1068.92
20170303,1063.42
20170306,1065.15
20170307,1062.75
20170308,1059.63
20170309,1051.77
20170310,1051.1
20170313,1060.94
20170314,1062.09
20170315,1066.43
20170316,1070.95
20170317,1059.77
20170320,1070.74
20170321,1079.3
20170322,1080.78
20170323,1083.32
20170324,1098.94
20170327,1090.56
20170328,1091.37
20170329,1095.59
20170330,1088.12
20170331,1090.24
20170405,1112.95
20170406,1122.77
20170407,1127.23
20170410,1131.59
20170411,1139.36
20170412,1123.31
20170413,1125.83
20170414,1117.07
20170417,1114.42
20170418,1111.07
20170419,1100.04
20170420,1107.76
20170421,1103.91
20170424,1073.7
20170425,1073.86
20170426,1075.86
20170427,1080.37
20170428,1081.01
20170502,1078.27
20170503,1071.94
20170504,1072.7
20170505,1063.49
20170508,1049.04
20170509,1051.69
20170510,1037.68
20170511,1047.62
20170512,1047.82
20170515,1049.37
20170516,1058.56
20170517,1059.77
20170518,1051.86
20170519,1052.35
20170522,1049.9
20170523,1047.21
20170524,1049.94
20170525,1063.31
20170526,1069.04
20170531,1068.93
20170601,1068.03
20170602,1071.88
20170605,1073.17
20170606,1078.07
20170607,1091.52
20170608,1096.99
20170609,1105.41
20170612,1101.19
20170613,1104.32
20170614,1091.31
20170615,1092.13
20170616,1088.59
20170619,1097.87
20170620,1092.77
20170621,1104.38
20170622,1099.73
20170623,1101.86
20170626,1118.11
20170627,1117.85
20170628,1114.99
20170629,1121.96
20170630,1123.86
20170703,1128.33
20170704,1116.94
20170705,1124.64
20170706,1123.54
20170707,1122.59
20170710,1129.37
20170711,1127.63
20170712,1119.6
20170713,1128.9
20170714,1132.55
20170717,1112.64
20170718,1123.88
20170719,1144.66
20170720,1148.0
20170721,1151.28
20170724,1148.21
20170725,1135.16
20170726,1129.56
20170727,1127.57
20170728,1132.26
20170731,1142.88
20170801,1146.32
20170802,1136.32
20170803,1133.29
20170804,1135.91
20170807,1149.53
20170808,1146.21
20170809,1151.28
20170810,1142.56
20170811,1116.8
20170814,1131.13
20170815,1133.32
20170816,1135.82
20170817,1150.31
20170818,1148.66
20170821,1158.01
20170822,1156.77
20170823,1142.68
20170824,1137.82
20170825,1152.83
20170828,1160.12
20170829,1157.07
20170830,1165.73
20170831,1158.91
20170901,1174.27
20170904,1178.09
20170905,1167.68
20170906,1171.77
20170907,1160.44
20170908,1159.07
20170911,1157.62
20170912,1156.21
20170913,1160.14
20170914,1155.69
20170915,1148.21
20170918,1148.54
20170919,1143.75
20170920,1145.81
20170921,1140.09
20170922,1134.26
20170925,1124.91
20170926,1131.83
20170927,1136.77
20170928,1131.53
20170929,1136.41
20171009,1150.91
20171010,1150.22
20171011,1155.39
20171012,1156.07
20171013,1160.01
20171016,1163.51
20171017,1162.26
20171018,1167.9
20171019,1158.49
20171020,1165.63
20171023,1171.46
20171024,1183.13
20171025,1188.15
20171026,1192.77
20171027,1184.94
20171030,1184.07
20171031,1189.0
20171101,1193.7
20171102,1187.06
20171103,1177.41
20171106,1188.74
20171107,1195.68
20171108,1196.77
20171109,1209.51
20171110,1212.68
20171113,1224.38
20171114,1225.0
20171115,1215.68
20171116,1218.46
20171117,1216.44
20171120,1225.03
20171121,1236.46
20171122,1244.28
20171123,1209.6
20171124,1207.44
20171127,1196.87
20171128,1206.39
20171129,1223.7
20171130,1211.32
20171201,1204.79
20171204,1199.37
20171205,1193.5
20171206,1180.39
20171207,1168.55
20171208,1176.23
20171211,1190.31
20171212,1170.92
20171213,1181.38
20171214,1180.94
20171215,1169.86
20171218,1169.99
20171219,1180.58
20171220,1172.61
20171221,1184.21
20171222,1184.61
20171225,1178.94
20171226,1184.86
20171227,1175.88
20171228,1185.62
20171229,1194.4
20180102,1221.33
20180103,1231.94
20180104,1239.41
20180105,1245.86
20180108,1259.86
20180109,1251.44
20180110,1245.22
20180111,1239.91
20180112,1236.75
20180115,1218.69
20180116,1231.3
20180117,1234.89
20180118,1246.07
20180119,1246.96
20180122,1256.75
20180123,1261.26
20180124,1267.08
20180125,1270.02
20180126,1279.72
20180129,1275.02
20180130,1265.9
20180131,1261.53
20180201,1246.98
20180202,1278.65
20180205,1289.58
20180206,1241.49
20180207,1218.04
20180208,1197.63
20180209,1136.85
20180212,1149.22
20180213,1160.87
20180214,1167.37
20180222,1193.02
20180223,1204.07
20180226,1217.69
20180227,1203.62
20180228,1199.11
20180301,1202.46
20180302,1193.58
20180305,1192.12
20180306,1216.02
20180307,1202.6
20180308,1211.6
20180309,1214.57
20180312,1222.79
20180313,1216.5
20180314,1215.65
20180315,1216.28
20180316,1211.18
20180319,1202.5
20180320,1208.56
20180321,1208.27
20180322,1205.04
20180323,1167.92
20180326,1164.28
20180327,1178.52
20180328,1159.18
20180329,1172.62
20180330,1172.01
20180402,1168.04
20180403,1154.46
20180404,1146.31
20180409,1146.83
20180410,1171.76
20180411,1174.37
20180412,1166.2
20180413,1162.56
20180416,1141.12
20180417,1118.85
20180418,1127.53
20180419,1138.7
20180420,1119.61
20180423,1118.14
20180424,1141.19
20180425,1140.47
20180426,1125.36
20180427,1127.76
20180502,1122.9
20180503,1136.09
20180504,1135.53
20180507,1153.42
20180508,1157.91
20180509,1158.04
20180510,1164.68
20180511,1159.61
20180514,1162.32
20180515,1170.89
20180516,1164.26
20180517,1159.78
20180518,1170.21
20180521,1180.31
20180522,1178.69
20180523,1158.48
20180524,1154.7
20180525,1147.38
20180528,1147.19
20180529,1149.41
20180530,1118.06
20180531,1142.4
20180601,1136.41
20180604,1142.03
20180605,1149.42
20180606,1152.44
20180607,1148.0
20180608,1132.98
20180611,1127.43
20180612,1141.95
20180613,1134.83
20180614,1135.91
20180615,1133.03
20180619,1090.57
20180620,1096.28
20180621,1087.88
20180622,1090.42
20180625,1072.31
20180626,1058.19
20180627,1045.26
20180628,1036.22
20180629,1058.49
20180702,1030.65
20180703,1027.0
20180704,1019.17
20180705,1004.28
20180706,1000.43
20180709,1028.01
20180710,1037.32
20180711,1016.49
20180712,1038.09
20180713,1043.41
20180716,1041.25
20180717,1036.28
20180718,1036.24
20180719,1041.76
20180720,1056.55
20180723,1076.1
20180724,1102.96
20180725,1101.12
20180726,1092.23
20180727,1089.75
20180730,1092.29
20180731,1092.08
20180801,1075.04
20180802,1060.23
20180803,1041.97
20180806,1027.05
20180807,1061.41
20180808,1049.02
20180809,1066.69
20180810,1064.57
20180813,1062.92
20180814,1056.72
20180815,1035.07
20180816,1026.32
20180817,1010.95
20180820,1023.2
20180821,1039.94
20180822,1032.15
20180823,1031.94
20180824,1027.27
20180827,1052.0
20180828,1054.88
20180829,1050.29
20180830,1038.91
20180831,1034.93
20180903,1028.64
20180904,1038.02
20180905,1017.95
20180906,1008.68
20180907,1013.41
20180910,1004.25
20180911,997.76
20180912,995.76
20180913,1009.78
20180914,1010.46
20180917,1001.65
20180918,1029.68
20180919,1039.19
20180920,1037.58
20180921,1063.7
20180925,1055.69
20180926,1064.13
20180927,1060.89
20180928,1071.45
20181008,1035.21
20181009,1033.2
20181010,1038.79
20181011,984.75
20181012,999.95
20181015,978.75
20181016,961.87
20181017,968.0
20181018,937.01
20181019,961.51
20181022,1004.0
20181023,984.96
20181024,986.0
20181025,986.57
20181026,988.61
20181029,969.86
20181030,979.62
20181031,996.09
20181101,1002.54
20181102,1032.19
20181105,1026.77
20181106,1025.16
20181107,1018.21
20181108,1012.29
20181109,1001.26
20181112,1016.81
20181113,1023.33
20181114,1016.97
20181115,1027.4
20181116,1032.91
20181119,1045.09
20181120,1019.17
20181121,1023.96
20181122,1018.28
20181123,994.65
20181126,995.96
20181127,992.48
20181128,1005.16
20181129,991.27
20181130,1004.56
20181203,1029.86
20181204,1036.92
20181205,1030.48
20181206,1009.25
20181207,1021.51
20181210,1014.78
20181211,1018.74
20181212,1022.88
20181213,1039.96
20181214,1025.31
20181217,1027.99
20181218,1017.33
20181219,1009.97
20181220,1003.65
20181221,998.36
20181224,1003.19
20181225,992.06
20181226,993.09
20181227,989.98
20181228,1000.47
20190102,987.61
20190103,987.04
20190104,1005.3
20190107,1020.42
20190108,1022.92
20190109,1020.86
20190110,1015.66
20190111,1020.27
20190114,1012.74
20190115,1022.24
20190116,1024.97
20190117,1019.36
20190118,1031.53
20190121,1035.26
20190122,1023.39
20190123,1025.78
20190124,1027.09
20190125,1028.01
20190128,1029.02
20190129,1026.99
20190130,1021.88
20190131,1017.02
20190201,1029.89
20190211,1049.7
20190212,1059.58
20190213,1075.14
20190214,1071.76
20190215,1060.9
20190218,1088.02
20190219,1084.01
20190220,1086.66
20190221,1080.74
20190222,1089.49
20190225,1140.96
20190226,1140.4
20190227,1136.86
20190228,1133.8
20190301,1144.02
20190304,1160.57
20190305,1172.29
20190306,1180.56
20190307,1177.65
20190308,1124.68
20190311,1154.33
20190312,1176.5
20190313,1157.75
20190314,1151.46
20190315,1164.95
20190318,1202.5
20190319,1204.55
20190320,1206.6
20190321,1205.19
20190322,1208.02
20190325,1191.47
20190326,1166.26
20190327,1178.19
20190328,1166.38
20190329,1199.13
20190401,1233.73
20190402,1240.1
20190403,1262.32
20190404,1266.13
20190408,1276.19
20190409,1276.06
20190410,1277.43
20190411,1264.85
20190412,1266.05
20190415,1256.77
20190416,1273.72
20190417,1266.65
20190418,1258.73
20190419,1263.37
20190422,1236.21
20190423,1216.55
20190424,1223.51
20190425,1185.04
20190426,1168.71
20190429,1154.02
20190430,1166.66
20190506,1094.9
20190507,1105.58
20190508,1094.62
