盈利能力,净资产收益率(ROE),9.92,38.55,32.91,19.16,8.75,20.59,16.03,9.68,2.03,14.77,11.19,5.61,1.24,14.86,14.18,8.71,5.37,25.54,20.91,11.1,4.75,14.49,9.08,2.71,-1.89,6.45,5.16,1.05,0.19,2.5,2.4,-0.34,-0.47,7.36,7.77,5.36,1.62,13.02,11.0,7.9,1.9,5.8,,8.8,14.69,16.26,22.47
盈利能力,摊薄净资产收益率,9.446424,35.17892,32.246205,19.044109,8.369097,21.219463,17.86273,11.257405,2.000899,14.203981,11.433598,5.555827,1.225306,13.636739,13.511891,8.225008,5.210694,14.481472,18.540607,10.535003,4.639119,12.896524,8.649913,2.633053,-1.865903,6.313615,5.107961,1.072447,0.194227,2.503756,2.427736,-0.356113,-0.467101,7.165403,7.572021,5.315442,1.609204,10.419391,10.42754,7.596073,,5.638818,,8.430995,13.686777,15.033555,14.427697
盈利能力,净资产收益率_平均,9.91625,38.970239,34.714572,19.981687,8.745592,20.594126,17.528064,10.602402,2.028196,14.80685,11.587609,5.604075,1.235806,14.615035,14.255881,8.582451,5.359224,19.213909,20.482401,11.108143,4.750619,14.068669,9.033093,2.663096,-1.850558,6.443891,5.170004,1.060883,0.194488,2.492663,2.412638,-0.34889,-0.466012,7.362289,7.796685,5.409081,1.622747,11.919874,11.001113,7.895965,,5.802412,,8.802045,14.692223,16.25544,14.427697
盈利能力,净资产收益率_平均_扣除非经常损益,9.913791,39.036959,34.551385,19.75244,8.153439,21.171673,17.464208,10.558068,2.056912,14.832303,11.27411,5.478323,0.993899,14.361351,14.571351,9.164964,5.438239,18.238771,20.359584,11.379994,4.698934,13.613759,8.793987,2.550277,-1.929555,5.953875,4.474921,0.740354,0.012109,1.961802,2.17748,-0.584773,-0.616627,6.675306,7.445607,5.240719,1.506572,9.203456,8.690361,6.357974,,4.744064,,4.089997,13.77029,15.340587,14.155921
盈利能力,摊薄净资产收益率_扣除非经常损益,9.444083,35.239149,32.094621,18.825619,7.802436,21.814547,17.797655,11.210332,2.029229,14.228398,11.124265,5.431158,0.985454,13.400035,13.810897,8.783261,5.287518,13.746513,18.429434,10.792827,4.588648,12.479514,8.420949,2.521506,-1.945555,5.833506,4.42122,0.748424,0.012093,1.970532,2.191107,-0.596879,-0.618067,6.496792,7.23106,5.149994,1.493998,8.044918,8.237266,6.116496,,4.61031,,3.917584,12.827935,,
盈利能力,息税前利润率,33.746247,32.541833,36.379942,33.327198,33.393192,20.6209,23.756545,22.716705,12.078936,18.15458,18.419228,13.626335,7.689564,18.774626,23.72566,23.203738,28.555521,24.275652,25.599544,22.131389,20.763153,15.751578,14.093015,7.490369,-12.127761,7.424512,8.143924,2.532691,1.861626,3.302315,4.610564,-0.801411,-2.782606,13.567275,18.37077,19.432807,12.713215,21.183524,22.927144,25.557745,14.035912,13.312934,13.42703,19.094013,25.618662,24.569732,22.610809
盈利能力,总资产报酬率,8.721831,34.48797,30.462189,17.634149,8.093215,19.306043,16.245015,9.86655,2.037992,13.99769,10.996493,5.110132,1.220079,13.525652,13.781309,8.245091,5.116976,18.814609,18.392362,9.960162,4.278156,11.933352,7.429271,2.078837,-1.221633,5.160449,4.346848,0.848907,0.290982,2.056361,2.25854,-0.238099,-0.365127,6.988118,7.402967,5.154121,1.588367,10.46863,9.182425,6.526589,,5.789892,,7.854462,11.37003,15.211448,16.082373
盈利能力,总资本回报率,10.660859,41.602739,36.454393,20.653001,9.549262,22.40331,18.765935,11.465056,2.33776,15.976987,12.62992,5.823742,1.395321,15.530388,16.014891,9.481454,5.966319,22.501119,23.129904,12.35238,5.341023,15.271078,9.451144,2.608197,-1.534052,6.422932,5.367026,1.035672,0.346516,2.381408,2.60248,-0.27478,-0.413003,7.946311,8.38845,5.829663,1.823654,12.638522,11.32455,8.148808,,7.426066,,9.869642,13.775223,17.456102,17.442044
盈利能力,投入资本回报率,9.56495,36.20433,31.724287,17.99455,7.861738,19.21847,16.181153,9.710408,1.955688,14.480386,11.366358,5.492839,1.235222,14.072103,13.687564,8.248778,5.164553,18.097082,18.85412,10.076417,4.325072,13.220951,8.316074,2.654982,-1.399131,6.435257,5.084682,1.205675,0.305607,2.797939,2.599337,-0.05317,-0.321319,6.905506,7.166105,4.975376,1.558814,10.843261,9.757694,6.972716,,6.588618,,8.531834,11.49769,14.380832,15.025145
盈利能力,息前税后总资产报酬率_平均,7.825249,30.01278,26.509595,15.364285,6.663001,16.561509,14.00746,8.356541,1.704913,12.686494,9.896348,4.819777,1.080087,12.255609,11.778573,7.173154,4.429347,16.218276,16.221417,8.888365,3.895665,10.934324,6.686015,1.961975,-1.300216,4.352454,3.537199,0.614794,0.093007,1.744481,1.846505,-0.267829,-0.458662,5.929847,5.998113,4.398829,1.228631,8.981595,7.911952,5.584627,,5.136958,,6.789808,9.490161,12.743221,13.303005
盈利能力,毛利率,82.052158,81.156896,81.327668,80.674606,80.155368,78.331009,78.382728,78.164054,76.102085,77.373433,77.581011,76.356393,75.968541,78.743753,80.126544,79.830983,80.2069,78.087103,78.43062,77.158874,76.959506,73.132856,72.174104,69.963698,68.205688,73.259613,73.439546,72.375492,73.929101,72.319679,71.31141,69.428019,68.076275,73.90558,75.053046,75.632842,78.409834,75.197166,74.91381,73.204543,70.310247,70.396546,70.396546,75.434952,86.309374,87.969549,89.190589
盈利能力,销售净利率,30.206785,28.139796,31.459648,28.796224,27.212133,17.395486,20.201786,18.986385,9.931787,16.356021,16.502627,12.802098,6.75227,16.936704,20.197508,20.086321,24.562465,20.342912,21.970972,19.028523,18.119359,13.570877,11.731434,5.911783,-14.463077,5.440432,5.873954,1.163605,-0.089551,2.089103,3.080694,-1.677646,-3.495434,10.67698,14.884567,15.692952,9.833902,16.006875,17.482854,19.37085,9.519653,7.646696,7.646696,12.177436,21.084464,20.58302,18.703193
盈利能力,成本费用利润率,51.395177,48.957332,57.932438,50.374144,49.343305,26.014143,31.064985,29.353149,13.472254,22.401358,22.841299,16.067623,8.421396,23.405036,31.777616,31.32063,40.765276,31.369677,33.805141,28.009849,25.298688,17.808325,15.384055,6.806612,-12.017214,7.227813,8.092643,1.933241,1.206813,2.720992,4.18893,-1.585356,-3.450729,14.90477,21.885229,23.509358,13.684586,23.05733,25.439767,29.191106,13.215492,10.153844,10.153844,16.403599,33.687887,33.396325,28.585949
盈利能力,营业利润率,34.035556,33.249953,36.952102,34.039764,33.227405,21.85619,24.477947,23.406436,13.505096,18.842019,19.171349,14.775872,7.979869,20.010517,25.151949,25.50924,29.129364,24.165219,25.957071,22.197115,20.131117,15.353621,13.679257,6.975085,-12.468904,6.947913,7.641135,2.253392,1.126032,2.672638,3.620647,-1.832332,-3.495434,12.818008,17.617688,18.485922,10.851912,15.774263,17.681496,18.620591,10.868468,7.507142,7.507142,7.095849,23.760704,23.548675,21.476419
盈利能力,总资产净利率_平均,7.807045,29.822673,26.342256,15.236712,6.595166,16.286293,13.814228,8.246359,1.675719,12.61095,9.85226,4.801028,1.071361,12.201573,11.731943,7.137365,4.401444,14.680417,14.556303,7.800335,3.302129,9.678246,6.035352,1.794876,-1.270842,4.599301,3.716216,0.763477,0.149623,1.972448,1.918423,-0.276671,-0.377606,5.642378,5.998113,4.162207,1.228631,7.910395,7.001962,4.946664,,3.325604,,5.009277,9.35767,12.743221,13.303005
盈利能力,总资产净利率_平均(含少数股东损益),7.807045,29.822673,26.342256,15.236712,6.595166,16.286293,13.814228,8.246359,1.675719,12.61095,9.85226,4.801028,1.071361,12.201573,11.731943,7.137365,4.401444,15.766577,15.785363,8.563727,3.733414,10.281259,6.18434,1.640725,-1.45687,3.781403,3.135243,0.390017,-0.013997,1.30089,1.509115,-0.498429,-0.458662,5.499408,5.998113,4.162207,1.228631,7.910395,7.001962,4.946664,,3.325604,,5.009277,9.35767,12.743221,13.303005
成长能力,归母净利润,206414274.49,695855596.25,598906386.15,334826054.8,145895323.8,338061776.59,290762858.5,169320445.67,34748964.87,240036047.12,182331511.64,87754641.26,19349332.43,211684305.31,202837956.65,120632929.82,74168573.48,194702374.35,156074589.73,80138288.36,33206280.03,87978613.68,53734795.79,15314817.56,-10434874.81,35893796.29,28550546.63,5725671.1,1062418.07,13658663.86,13196669.4,-1882060.03,-2558889.57,39437121.03,41858416.94,28683663.17,8525379.08,54279327.95,45377387.63,32042828.81,7481931.35,21979622.58,21979622.58,31010182.92,46097265.95,43703176.35,35636559.48
成长能力,营业总收入,683337441.58,2472852236.79,1903728804.18,1162742877.58,536140697.03,1943387835.59,1439292774.15,891799280.33,349876258.51,1467569910.64,1104863512.43,685470748.67,286560377.99,1249855370.83,1004272176.87,600572520.28,301958988.82,1027914866.71,770346983.57,462364536.98,207199852.2,688682125.8,469348340.57,236806949.82,82709557.13,542434237.77,410066336.15,251367240.21,110986029.24,431204722.02,336971870.99,202102521.1,88920919.36,360006690.25,281220239.84,182780539.77,86693753.31,339100076.02,259553648.75,165417770.03,78594572.57,287439466.04,287439466.04,254652801.14,218631429.77,212326349.35,190537300.58
