SECURITY_CODE,SECUCODE,SECURITY_NAME_ABBR,ORG_CODE,TRADE_MARKET,BOARD_CODE,BOARD_NAME,ORIG_BOARD_CODE,TOTAL_MARKET_CAP,NOTLIMITED_MARKETCAP_A,CLOSE_PRICE,CHANGE_RATE,TOTAL_SHARES,FREE_SHARES_A,PE_TTM,PE_LAR,PB_MRQ,PCF_OCF_LAR,PCF_OCF_TTM,PS_TTM,PEG_CAR,TRADE_DATE
000333,000333.SZ,美的集团,10015250,069001002001,016127,白色家电,1239,665633155163.25,600724085922.5,87.25,0.310416187629,7629033297,6885089810,14.99925154,15.14681829,3.14301756,12.47767459,12.41459039,1.42465747,1.087683133535,2026-09-03 00:00:00
000333,000333.SZ,美的集团,10015250,069001002001,016127,白色家电,1239,663573316173.06,598865111673.8,86.98,-0.582923762716,7629033297,6885089810,14.95283552,15.09994562,3.13329131,12.43906173,12.37617275,1.42024879,1.084317237447,2026-09-02 00:00:00
000333,000333.SZ,美的集团,10015250,069001002001,016127,白色家电,1239,667443545069.08,602355929391.45,87.49,-0.273566624872,7628798092,6884854605,15.04004653,15.18801463,3.15156594,12.51161138,12.44835561,1.42853226,1.090641415983,2026-09-01 00:00:00
000333,000333.SZ,美的集团,10015250,069001002001,016127,白色家电,1239,669274456611.16,604008294496.65,87.73,1.73953380494,7628798092,6884854605,15.08130394,15.22967794,3.16021122,12.54593287,12.48250358,1.43245097,1.093633231199,2026-08-31 00:00:00
000333,000333.SZ,美的集团,10015250,069001002001,016127,白色家电,1239,657831259473.16,593681012589.15,86.23,0.058018101648,7628798092,6884854605,14.88382322,14.96928222,3.1061782,12.33142359,12.28348395,1.42494171,1.079312753422,2026-08-28 00:00:00
000333,000333.SZ,美的集团,10015250,069001002001,016127,白色家电,1239,657449819568.56,593336769858.9,86.18,-0.243083690242,7628798092,6884854605,14.87519291,14.96060236,3.1043771,12.32427328,12.27636144,1.42411546,1.078686919353,2026-08-27 00:00:00
000333,000333.SZ,美的集团,10015250,069001002001,016127,白色家电,1239,659051867167.88,594782589325.95,86.39,-0.346060675972,7628798092,6884854605,14.91144019,14.99705776,3.11194173,12.35430458,12.30627599,1.42758569,1.081315420848,2026-08-26 00:00:00
000333,000333.SZ,美的集团,10015250,069001002001,016127,白色家电,1239,661340506595.48,596848045707.45,86.69,0.814048145133,7628798092,6884854605,14.96322202,15.04913691,3.12274833,12.39720643,12.34901106,1.43254316,1.085070423087,2026-08-25 00:00:00
000333,000333.SZ,美的集团,10015250,069001002001,016127,白色家电,1239,656000347931.08,592028647483.95,85.99,2.004744958482,7628798092,6884854605,14.84239776,14.9276189,3.09753292,12.2971021,12.24929589,1.42097573,1.076308751921,2026-08-24 00:00:00
000333,000333.SZ,美的集团,10015250,069001002001,016127,白色家电,1239,643107679155.6,580393243201.5,84.3,-1.264933239635,7628798092,6884854605,14.55069346,14.63423972,3.03665572,12.05542164,12.00855499,1.39304866,1.055155573295,2026-08-21 00:00:00
