date,close
20051230,1000.0
20060104,1011.3
20060105,1036.96
20060106,1044.21
20060109,1058.13
20060110,1062.09
20060111,1063.96
20060112,1076.44
20060113,1077.59
20060116,1063.77
20060117,1062.49
20060118,1083.15
20060119,1101.58
20060120,1105.38
20060123,1112.01
20060124,1113.75
20060125,1122.43
20060206,1154.85
20060207,1156.55
20060208,1157.07
20060209,1146.59
20060210,1160.47
20060213,1158.18
20060214,1162.36
20060215,1161.75
20060216,1132.88
20060217,1125.35
20060220,1126.93
20060221,1147.44
20060222,1156.11
20060223,1158.14
20060224,1165.05
20060227,1156.24
20060228,1157.36
20060301,1165.7
20060302,1150.05
20060303,1157.19
20060306,1159.03
20060307,1129.59
20060308,1122.8
20060309,1123.16
20060310,1128.15
20060313,1138.48
20060314,1133.01
20060315,1147.98
20060316,1143.03
20060317,1138.9
20060320,1153.96
20060321,1161.43
20060322,1166.88
20060323,1170.71
20060324,1165.6
20060327,1171.43
20060328,1180.86
20060329,1195.49
20060330,1184.61
20060331,1187.01
20060403,1202.99
20060404,1217.1
20060405,1224.57
20060406,1223.8
20060407,1225.7
20060410,1251.38
20060411,1264.86
20060412,1263.98
20060413,1242.16
20060414,1272.23
20060417,1280.8
20060418,1286.62
20060419,1278.72
20060420,1263.58
20060421,1275.63
20060424,1261.78
20060425,1254.18
20060426,1276.06
20060427,1283.59
20060428,1294.04
20060508,1334.93
20060509,1379.01
20060510,1389.39
20060511,1375.1
20060512,1417.72
20060515,1490.16
20060516,1474.85
20060517,1498.32
20060518,1504.99
20060519,1547.85
20060522,1596.71
20060523,1524.21
20060524,1480.48
20060525,1487.6
20060526,1516.11
20060529,1575.01
20060530,1577.47
20060531,1568.23
20060601,1615.13
20060602,1626.92
20060605,1651.91
20060606,1645.15
20060607,1530.6
20060608,1547.76
20060609,1511.4
20060612,1514.38
20060613,1510.77
20060614,1482.96
20060615,1483.49
20060616,1526.47
20060619,1543.48
20060620,1551.39
20060621,1541.32
20060622,1534.53
20060623,1545.97
20060626,1583.06
20060627,1587.29
20060628,1596.12
20060629,1636.36
20060630,1630.59
20060703,1655.31
20060704,1639.72
20060705,1618.68
20060706,1654.76
20060707,1652.72
20060710,1655.37
20060711,1655.99
20060712,1649.06
20060713,1553.99
20060714,1558.57
20060717,1581.52
20060718,1585.37
20060719,1551.6
20060720,1561.34
20060721,1578.67
20060724,1581.58
20060725,1601.67
20060726,1602.87
20060727,1593.07
20060728,1588.97
20060731,1530.23
20060801,1517.84
20060802,1514.91
20060803,1516.38
20060804,1474.03
20060807,1443.28
20060808,1479.74
20060809,1477.55
20060810,1499.49
20060811,1505.73
20060814,1470.88
20060815,1495.78
20060816,1520.07
20060817,1507.05
20060818,1495.63
20060821,1497.33
20060822,1510.64
20060823,1510.31
20060824,1514.26
20060825,1515.51
20060828,1550.19
20060829,1546.43
20060830,1556.12
20060831,1568.92
20060901,1553.87
20060904,1576.93
20060905,1576.96
20060906,1580.81
20060907,1553.21
20060908,1557.98
20060911,1567.85
20060912,1575.1
20060913,1564.61
20060914,1553.58
20060915,1584.89
20060918,1605.87
20060919,1598.49
20060920,1593.8
20060921,1593.8
20060922,1572.1
20060925,1559.97
20060926,1551.53
20060927,1562.61
20060928,1578.18
20060929,1594.12
20061009,1622.99
20061010,1625.77
20061011,1628.03
20061012,1640.61
20061013,1642.81
20061016,1640.48
20061017,1630.4
20061018,1654.28
20061019,1653.23
20061020,1645.84
20061023,1614.45
20061024,1649.15
20061025,1648.91
20061026,1653.29
20061027,1650.61
20061030,1695.77
20061031,1707.9
20061101,1731.06
20061102,1747.56
20061103,1746.28
20061106,1786.17
20061107,1772.57
20061108,1742.44
20061109,1762.76
20061110,1710.98
20061113,1661.55
20061114,1667.86
20061115,1721.21
20061116,1716.35
20061117,1746.28
20061120,1763.2
20061121,1776.56
20061122,1794.86
20061123,1820.81
20061124,1841.7
20061127,1873.64
20061128,1860.32
20061129,1882.37
20061130,1928.64
20061201,1936.83
20061204,1982.37
20061205,1993.58
20061206,1961.11
20061207,1976.23
20061208,1901.14
20061211,1985.24
20061212,1992.75
20061213,2002.91
20061214,2042.52
20061215,2054.1
20061218,2078.82
20061219,2094.59
20061220,2103.97
20061221,2066.67
20061222,2054.23
20061225,2085.66
20061226,2101.42
20061227,2124.81
20061228,2099.17
20061229,2169.41
20070104,2242.28
20070105,2311.06
20070108,2382.42
20070109,2474.44
20070110,2535.57
20070111,2504.81
20070112,2400.3
20070115,2530.66
20070116,2570.4
20070117,2580.4
20070118,2579.47
20070119,2649.83
20070122,2761.48
20070123,2812.98
20070124,2844.25
20070125,2706.37
20070126,2747.87
20070129,2845.47
20070130,2845.03
20070131,2667.99
20070201,2656.36
20070202,2582.31
20070205,2563.84
20070206,2611.83
20070207,2681.61
20070208,2741.22
20070209,2718.67
20070212,2798.49
20070213,2842.54
20070214,2913.3
20070215,3041.22
20070216,3093.52
20070226,3238.63
20070227,2930.23
20070228,3077.03
20070301,2999.86
20070302,3016.1
20070305,2991.08
20070306,2996.3
20070307,3070.42
20070308,3131.11
20070309,3134.88
20070312,3173.93
20070313,3201.31
20070314,3148.48
20070315,3222.34
20070316,3136.95
20070319,3180.65
20070320,3225.74
20070321,3269.52
20070322,3298.83
20070323,3373.9
20070326,3455.16
20070327,3478.97
20070328,3492.3
20070329,3394.88
20070330,3417.37
20070402,3537.99
20070403,3573.44
20070404,3607.37
20070405,3660.18
20070406,3715.49
20070409,3818.11
20070410,3904.04
20070411,3949.07
20070412,4022.89
20070413,3983.81
20070416,4085.57
20070417,4157.58
20070418,4279.14
20070419,4056.85
20070420,4272.47
20070423,4547.95
20070424,4632.24
20070425,4584.17
20070426,4621.77
20070427,4587.0
20070430,4658.26
20070508,4913.06
20070509,4897.18
20070510,5005.39
20070511,4987.09
20070514,4980.14
20070515,4813.98
20070516,4910.47
20070517,4994.32
20070518,4986.42
20070521,5090.35
20070522,5196.76
20070523,5335.17
20070524,5279.22
20070525,5322.35
20070528,5448.58
20070529,5586.11
20070530,5117.01
20070531,5079.44
20070601,4797.24
20070604,4426.45
20070605,4615.13
20070606,4692.83
20070607,4851.04
20070608,4932.93
20070611,5064.33
20070612,5264.41
20070613,5356.86
20070614,5284.53
20070615,5208.72
20070618,5349.55
20070619,5390.6
20070620,5219.44
20070621,5216.28
20070622,4980.84
20070625,4714.45
20070626,4857.33
20070627,4977.07
20070628,4712.18
20070629,5145.94
20070702,5132.11
20070703,5151.24
20070704,5074.5
20070705,4726.78
20070706,4938.11
20070709,5116.4
20070710,4935.22
20070711,4966.03
20070712,4982.14
20070713,4954.84
20070716,4793.79
20070717,4886.3
20070718,4893.55
20070719,4898.73
20070720,5058.41
20070723,5355.39
20070724,5355.89
20070725,5499.5
20070726,5555.99
20070727,5630.04
20070730,5818.55
20070731,5972.15
20070801,5760.08
20070802,5936.83
20070803,6039.41
20070806,6204.45
20070807,6182.54
20070808,6059.56
20070809,6120.32
20070810,6035.77
20070813,6095.41
20070814,6149.88
20070815,6079.72
20070816,6039.2
20070817,5917.9
20070820,6233.98
20070821,6347.93
20070822,6438.12
20070823,6517.66
20070824,6613.54
20070827,6695.53
20070828,6806.17
20070829,6718.71
20070830,6828.38
20070831,6923.99
20070903,7147.57
20070904,7042.95
20070905,7124.73
20070906,7204.71
20070907,7006.87
20070910,7073.32
20070911,6671.3
20070912,6810.26
20070913,7022.08
20070914,7156.17
20070917,7382.48
20070918,7368.83
20070919,7253.48
20070920,7318.98
20070921,7281.31
20070924,7334.07
20070925,7157.14
20070926,7018.01
20070927,7169.88
20070928,7356.89
20071008,7329.4
20071009,7289.31
20071010,7263.86
20071011,7186.8
20071012,7112.98
20071015,7190.88
20071016,7256.44
20071017,7266.46
20071018,7049.32
20071019,7023.54
20071022,6782.43
20071023,6843.8
20071024,6766.81
20071025,6345.22
20071026,6412.1
20071029,6647.74
20071030,6725.61
20071031,6857.11
20071101,6669.78
20071102,6431.23
20071105,6407.67
20071106,6422.26
20071107,6430.65
20071108,6145.69
20071109,6057.72
20071112,5908.15
20071113,5863.78
20071114,6125.67
20071115,6015.31
20071116,5970.29
20071119,6085.25
20071120,6228.2
20071121,6142.72
20071122,5920.25
20071123,6042.86
20071126,5998.55
20071127,5952.63
20071128,5906.3
20071129,6034.44
20071130,5924.33
20071203,5936.44
20071204,5997.59
20071205,6179.99
20071206,6216.21
20071207,6363.04
20071210,6545.16
20071211,6593.13
20071212,6616.66
20071213,6334.8
20071214,6486.17
20071217,6413.07
20071218,6402.82
20071219,6542.66
20071220,6681.39
20071221,6767.98
20071224,6886.22
20071225,6955.74
20071226,7048.63
20071227,7117.82
20071228,7059.08
20080102,7210.93
20080103,7352.31
20080104,7409.0
20080107,7556.39
20080108,7454.96
20080109,7632.7
20080110,7750.17
20080111,7676.49
20080114,7793.96
20080115,7810.7
20080116,7625.87
20080117,7398.68
20080118,7446.97
20080121,7102.44
20080122,6611.85
20080123,7005.85
20080124,7152.47
20080125,7086.4
20080128,6612.01
20080129,6672.84
20080130,6670.5
20080131,6513.88
20080201,6387.38
20080204,6840.68
20080205,6832.87
20080213,6742.62
20080214,6865.26
20080215,6828.17
20080218,6963.82
20080219,7144.81
20080220,7070.82
20080221,7119.05
20080222,6882.53
20080225,6646.1
20080226,6565.63
20080227,6732.15
20080228,6824.79
20080229,6855.75
20080303,7041.47
20080304,6928.66
20080305,6916.27
20080306,6907.33
20080307,6806.14
20080310,6559.71
20080311,6565.36
20080312,6400.17
20080313,6179.22
20080314,6171.86
20080317,5776.23
20080318,5414.33
20080319,5597.0
20080320,5801.31
20080321,5867.63
20080324,5675.78
20080325,5764.2
20080326,5765.93
20080327,5532.06
20080328,5705.4
20080331,5511.75
20080401,5111.23
20080402,4984.94
20080403,5153.84
20080407,5424.53
20080408,5534.18
20080409,5343.9
20080410,5486.59
20080411,5522.7
20080414,5233.65
20080415,5331.42
20080416,5245.58
20080417,5106.75
20080418,4930.17
20080421,4899.4
20080422,4851.1
20080423,5046.47
20080424,5484.2
20080425,5477.48
20080428,5434.02
20080429,5507.31
20080430,5700.76
20080505,5872.16
20080506,5874.45
20080507,5651.81
20080508,5842.49
20080509,5846.54
20080512,5932.95
20080513,5896.7
20080514,6060.7
20080515,6053.47
20080516,5980.91
20080519,5935.52
