date,close
20161230,1000.0
20170103,1010.36
20170104,1020.87
20170105,1026.27
20170106,1028.8
20170109,1038.26
20170110,1031.24
20170111,1023.75
20170112,1015.67
20170113,1013.69
20170116,1014.39
20170117,1015.88
20170118,1021.57
20170119,1015.54
20170120,1023.12
20170123,1026.61
20170124,1029.64
20170125,1029.77
20170126,1027.73
20170203,1024.5
20170206,1030.16
20170207,1029.91
20170208,1035.76
20170209,1042.44
20170210,1056.12
20170213,1061.89
20170214,1069.37
20170215,1063.09
20170216,1067.53
20170217,1055.82
20170220,1072.97
20170221,1072.6
20170222,1078.85
20170223,1069.77
20170224,1069.01
20170227,1063.63
20170228,1067.98
20170301,1070.8
20170302,1060.13
20170303,1056.15
20170306,1058.99
20170307,1056.59
20170308,1057.8
20170309,1048.47
20170310,1045.54
20170313,1054.97
20170314,1055.24
20170315,1060.0
20170316,1065.25
20170317,1056.41
20170320,1071.82
20170321,1081.42
20170322,1080.8
20170323,1082.23
20170324,1095.24
20170327,1087.31
20170328,1087.56
20170329,1091.76
20170330,1086.83
20170331,1083.77
20170405,1108.68
20170406,1125.51
20170407,1129.69
20170410,1135.67
20170411,1148.2
20170412,1137.6
20170413,1140.43
20170414,1131.21
20170417,1125.57
20170418,1119.67
20170419,1109.42
20170420,1113.74
20170421,1110.5
20170424,1078.27
20170425,1078.0
20170426,1078.89
20170427,1083.85
20170428,1086.68
20170502,1084.73
20170503,1076.22
20170504,1080.02
20170505,1071.31
20170508,1054.25
20170509,1060.51
20170510,1044.88
20170511,1055.98
20170512,1057.7
20170515,1059.43
20170516,1069.15
20170517,1069.73
20170518,1057.86
20170519,1059.42
20170522,1054.21
20170523,1050.28
20170524,1053.0
20170525,1065.05
20170526,1066.73
20170531,1069.63
20170601,1065.2
20170602,1068.81
20170605,1069.69
20170606,1072.31
20170607,1085.96
20170608,1089.79
20170609,1093.22
20170612,1088.42
20170613,1090.83
20170614,1080.71
20170615,1081.4
20170616,1077.24
20170619,1085.75
20170620,1083.67
20170621,1091.47
20170622,1089.44
20170623,1092.5
20170626,1101.88
20170627,1105.13
20170628,1100.53
20170629,1106.88
20170630,1106.05
20170703,1109.82
20170704,1103.27
20170705,1107.69
20170706,1105.99
20170707,1104.78
20170710,1112.33
20170711,1112.54
20170712,1107.79
20170713,1117.45
20170714,1119.09
20170717,1097.29
20170718,1107.02
20170719,1123.05
20170720,1131.45
20170721,1132.11
20170724,1132.06
20170725,1121.27
20170726,1117.63
20170727,1117.29
20170728,1119.66
20170731,1126.24
20170801,1130.6
20170802,1120.24
20170803,1115.96
20170804,1117.59
20170807,1127.23
20170808,1124.59
20170809,1125.36
20170810,1121.01
20170811,1099.99
20170814,1112.88
20170815,1114.66
20170816,1115.98
20170817,1132.02
20170818,1133.02
20170821,1140.6
20170822,1139.71
20170823,1132.09
20170824,1127.86
20170825,1143.55
20170828,1150.83
20170829,1150.45
20170830,1153.41
20170831,1145.76
20170901,1159.67
20170904,1161.41
20170905,1151.81
20170906,1157.87
20170907,1146.85
20170908,1146.17
20170911,1142.91
20170912,1140.98
20170913,1143.81
20170914,1141.58
20170915,1134.79
20170918,1135.13
20170919,1130.43
20170920,1131.28
20170921,1128.11
20170922,1122.56
20170925,1115.93
20170926,1121.08
20170927,1122.56
20170928,1117.08
20170929,1118.24
20171009,1129.58
20171010,1132.05
20171011,1133.49
20171012,1131.66
20171013,1135.09
20171016,1137.14
20171017,1137.02
20171018,1143.6
20171019,1133.56
20171020,1137.35
20171023,1142.44
20171024,1151.05
20171025,1154.16
20171026,1158.33
20171027,1154.62
20171030,1151.72
20171031,1150.26
20171101,1152.74
20171102,1143.64
20171103,1135.3
20171106,1140.68
20171107,1149.65
20171108,1149.27
20171109,1157.54
20171110,1152.07
20171113,1158.52
20171114,1160.75
20171115,1155.25
20171116,1153.3
20171117,1148.3
20171120,1155.11
20171121,1157.7
20171122,1171.63
20171123,1145.13
20171124,1141.5
20171127,1133.11
20171128,1137.6
20171129,1150.36
20171130,1140.57
20171201,1137.48
20171204,1132.56
20171205,1129.46
20171206,1121.64
20171207,1112.12
20171208,1116.79
20171211,1126.37
20171212,1108.96
20171213,1114.4
20171214,1115.99
20171215,1109.71
20171218,1107.0
20171219,1115.12
20171220,1109.24
20171221,1115.74
20171222,1115.62
20171225,1109.51
20171226,1113.4
20171227,1104.8
20171228,1104.48
20171229,1111.73
20180102,1134.52
20180103,1141.65
20180104,1149.98
20180105,1159.42
20180108,1165.1
20180109,1158.75
20180110,1158.3
20180111,1155.94
20180112,1154.65
20180115,1142.08
20180116,1154.4
20180117,1161.74
20180118,1170.13
20180119,1172.49
20180122,1180.03
20180123,1186.84
20180124,1196.03
20180125,1196.34
20180126,1204.03
20180129,1198.39
20180130,1190.43
20180131,1179.56
20180201,1165.49
20180202,1183.33
20180205,1191.8
20180206,1151.92
20180207,1135.1
20180208,1115.67
20180209,1059.44
20180212,1069.01
20180213,1080.24
20180214,1082.29
20180222,1102.79
20180223,1110.94
20180226,1123.88
20180227,1114.07
20180228,1109.4
20180301,1114.3
20180302,1110.81
20180305,1113.0
20180306,1132.88
20180307,1123.14
20180308,1134.1
