年份,营收,净利润,扣非净利润,净资产收益率,销售净利率,销售毛利率,总资产周转率,权益乘数,经营现金流,资本开支,自由现金流,资产负债率,应收账款,存货,合同负债,货币资金,受限货币资金,大额存单及定期存款,交易性金融资产,长期借款,应付债券,现金头寸_近似
2020,19.588514871300003,2.417735,1.893527,27.59,12.36,43.83,1.0641683657341292,2.2381254157357886,3.406082071,3.5845400998000003,-0.17845802879999995,57.19,1.5607784603000001,3.5181279589999996,0.7085504608,1.8038766472999999,0.17,0.0,0.0,1.3014444444,0.0,0.5024322028999999
2021,22.815043016700002,1.507401,0.914025,18.14,6.77,35.71,1.1120828324578242,2.3461077703770665,4.7788582175,3.3280501966000005,1.4508080208999998,57.56,1.9809960169999998,2.5912556835,0.6338401294,1.3453307595,0.20613000199999998,0.0,0.0,0.02,0.0,1.3253307595
2022,28.935204541199997,3.014813,2.755511,30.65,10.43,34.72,1.275643850769174,2.2329366638216306,4.2554797425999995,2.6206062865,1.6348734560999998,53.23,1.6141799779,4.534391521,1.0634969123,2.0293842434,0.11569948,0.0,0.0,1.3710248568999999,0.0,0.6583593865
2023,41.1517542346,5.057739,4.762342,38.92,12.47,33.54,1.5456876719305344,2.0402915025421238,6.640337869600001,3.4710912055,3.1692466641,49.07,2.105357892,5.9446720017,1.0017070609999998,3.1042311094,0.0631460219,0.0,0.0,0.0,0.0,3.1042311094
2024,53.0393390659,6.399459,5.680122,40.86,12.08,30.69,1.6366198105229857,2.0034773132835926,11.339571362300001,7.8302916192,3.5092797431000005,50.9,2.622573342,7.4416479847,0.8926336166,2.3521203251,0.0382106746,0.0,0.0,2.607988505,0.0,-0.2558681799000001
2025,57.622297314399994,7.484136,7.14924,36.82,12.89,30.8,1.4979305426972218,1.9556338757427272,9.0897787588,9.0055125232,0.08426623559999943,47.07,2.2734167109,7.3422021252,0.7839473912999999,1.6732103708000001,0.0491906723,0.0,0.0,2.2290360999,0.0,-0.5558257290999999
