date,close,ttm_cny,market_cap_hkd,pe_ttm
2023-05-05,41.75,84.99,4695.6,49.72
2023-05-08,42.75,84.99,4808.0,50.91
2023-05-09,41.85,84.99,4706.8,49.84
2023-05-10,41.9,84.99,4712.4,49.9
2023-05-11,41.85,84.99,4706.8,49.84
2023-05-12,41.2,84.99,4633.7,49.07
2023-05-15,41.95,84.99,4718.0,49.96
2023-05-16,42.05,84.99,4729.3,50.08
2023-05-17,41.55,84.99,4673.1,49.49
2023-05-18,41.5,84.99,4667.4,49.43
2023-05-19,42.15,84.99,4740.5,50.2
2023-05-22,43.15,84.99,4853.0,51.39
2023-05-23,42.3,84.99,4757.4,50.38
2023-05-24,42.25,84.99,4751.8,50.32
2023-05-25,41.75,84.99,4695.6,49.72
2023-05-29,41.5,84.99,4667.4,49.43
2023-05-30,41.75,84.99,4695.6,49.72
2023-05-31,42.0,84.99,4723.7,50.02
2023-06-01,41.6,84.99,4678.7,49.54
2023-06-02,42.6,84.99,4791.2,50.74
2023-06-05,42.9,84.99,4824.9,51.09
2023-06-06,42.45,84.99,4774.3,50.56
2023-06-07,42.95,84.99,4830.5,51.15
2023-06-08,42.65,84.99,4796.8,50.8
2023-06-09,42.7,84.99,4802.4,50.85
2023-06-12,43.0,84.99,4836.1,51.21
2023-06-13,42.8,84.99,4813.6,50.97
2023-06-14,42.5,84.99,4779.9,50.62
2023-06-15,43.0,84.99,4836.1,51.21
2023-06-16,43.25,84.99,4864.3,51.51
2023-06-19,43.9,84.99,4937.4,52.28
2023-06-20,44.3,84.99,4982.3,52.76
2023-06-21,43.5,84.99,4892.4,51.81
2023-06-23,42.25,84.99,4751.8,50.32
2023-06-26,42.75,84.99,4808.0,50.91
2023-06-27,42.9,84.99,4824.9,51.09
2023-06-28,43.15,84.99,4853.0,51.39
2023-06-29,42.9,84.99,4824.9,51.09
2023-06-30,43.25,91.39,4864.3,47.9
2023-07-03,44.05,91.39,4954.2,48.79
2023-07-04,44.35,91.39,4988.0,49.12
2023-07-05,43.1,91.39,4847.4,47.74
2023-07-06,43.05,91.39,4841.8,47.68
2023-07-07,42.1,91.39,4734.9,46.63
2023-07-10,42.35,91.39,4763.0,46.91
2023-07-11,42.75,91.39,4808.0,47.35
2023-07-12,43.05,91.39,4841.8,47.68
2023-07-13,43.55,91.39,4898.0,48.24
2023-07-14,43.9,91.39,4937.4,48.62
2023-07-18,43.2,91.39,4858.6,47.85
2023-07-19,43.2,91.39,4858.6,47.85
2023-07-20,42.75,91.39,4808.0,47.35
2023-07-21,43.15,91.39,4853.0,47.79
2023-07-24,42.75,91.39,4808.0,47.35
2023-07-25,43.65,91.39,4909.2,48.35
2023-07-26,43.9,91.39,4937.4,48.62
2023-07-27,44.25,91.39,4976.7,49.01
2023-07-28,44.75,91.39,5033.0,49.56
2023-07-31,45.3,91.39,5094.8,50.17
2023-08-01,45.3,91.39,5094.8,50.17
2023-08-02,44.3,91.39,4982.3,49.07
2023-08-03,43.85,91.39,4931.7,48.57
2023-08-04,44.3,91.39,4982.3,49.07
2023-08-07,44.9,91.39,5049.8,49.73
2023-08-08,43.9,91.39,4937.4,48.62
2023-08-09,44.5,91.39,5004.8,49.29
2023-08-10,44.55,91.39,5010.5,49.34
2023-08-11,43.7,91.39,4914.9,48.4
2023-08-14,43.8,91.39,4926.1,48.51
2023-08-15,43.25,91.39,4864.3,47.9
2023-08-16,43.05,91.39,4841.8,47.68
2023-08-17,43.0,91.39,4836.1,47.63
2023-08-18,42.25,91.39,4751.8,46.8
2023-08-21,41.85,91.39,4706.8,46.35
2023-08-22,41.65,91.39,4684.3,46.13
2023-08-23,41.65,91.39,4684.3,46.13
2023-08-24,42.6,91.39,4791.2,47.18
2023-08-25,42.15,91.39,4740.5,46.68
2023-08-28,42.7,91.39,4802.4,47.29
2023-08-29,43.25,91.39,4864.3,47.9
2023-08-30,42.75,91.39,4808.0,47.35
2023-08-31,44.05,91.39,4954.2,48.79
2023-09-04,44.5,91.39,5004.8,49.29
2023-09-05,43.8,91.39,4926.1,48.51
2023-09-06,43.85,91.39,4931.7,48.57
2023-09-07,43.9,91.39,4937.4,48.62
2023-09-11,44.5,91.39,5004.8,49.29
2023-09-12,43.7,91.39,4914.9,48.4
2023-09-13,44.15,91.39,4965.5,48.9
2023-09-14,44.5,91.39,5004.8,49.29
2023-09-15,44.5,91.39,5004.8,49.29
2023-09-18,44.15,91.39,4965.5,48.9
2023-09-19,44.3,91.39,4982.3,49.07
2023-09-20,44.15,91.39,4965.5,48.9
2023-09-21,42.75,91.39,4808.0,47.35
2023-09-22,43.6,91.39,4903.6,48.29
2023-09-25,43.15,91.39,4853.0,47.79
2023-09-26,42.95,91.39,4830.5,47.57
2023-09-27,43.55,91.39,4898.0,48.24
2023-09-28,43.5,91.39,4892.4,48.18
2023-09-29,45.0,91.39,5061.1,49.84
2023-10-03,43.8,91.39,4926.1,48.51
2023-10-04,43.45,91.39,4886.8,48.12
2023-10-05,43.9,91.39,4937.4,48.62
2023-10-06,44.65,91.39,5021.7,49.45
2023-10-09,44.35,91.39,4988.0,49.12
2023-10-10,44.55,91.39,5010.5,49.34
2023-10-11,45.35,91.39,5100.4,50.23
2023-10-12,45.8,91.39,5151.1,50.73
2023-10-13,43.75,91.39,4920.5,48.46
2023-10-16,43.55,91.39,4898.0,48.24
2023-10-17,43.6,91.39,4903.6,48.29
2023-10-18,43.85,91.39,4931.7,48.57
2023-10-19,43.05,91.39,4841.8,47.68
2023-10-20,42.85,91.39,4819.3,47.46
2023-10-24,42.85,91.39,4819.3,47.46
2023-10-25,43.5,91.39,4892.4,48.18
2023-10-26,44.2,91.39,4971.1,48.95
2023-10-27,44.65,91.39,5021.7,49.45
2023-10-30,44.85,91.39,5044.2,49.67
2023-10-31,44.55,91.39,5010.5,49.34
2023-11-01,44.5,91.39,5004.8,49.29
2023-11-02,44.5,91.39,5004.8,49.29
2023-11-03,44.75,91.39,5033.0,49.56
2023-11-06,44.8,91.39,5038.6,49.62
2023-11-07,43.9,91.39,4937.4,48.62
2023-11-08,44.35,91.39,4988.0,49.12
2023-11-09,44.15,91.39,4965.5,48.9
2023-11-10,43.9,91.39,4937.4,48.62
2023-11-13,44.45,91.39,4999.2,49.23
2023-11-14,44.15,91.39,4965.5,48.9
2023-11-15,46.0,91.39,5173.5,50.95
2023-11-16,45.5,91.39,5117.3,50.39
2023-11-17,45.05,91.39,5066.7,49.9
2023-11-20,45.7,91.39,5139.8,50.62
2023-11-21,45.6,91.39,5128.6,50.51
2023-11-22,45.55,91.39,5122.9,50.45
2023-11-23,45.95,91.39,5167.9,50.89
2023-11-24,45.2,91.39,5083.6,50.06
2023-11-27,45.35,91.39,5100.4,50.23
2023-11-28,45.2,91.39,5083.6,50.06
2023-11-29,43.75,91.39,4920.5,48.46
2023-11-30,44.6,91.39,5016.1,49.4
2023-12-01,44.25,91.39,4976.7,49.01
2023-12-04,44.85,91.39,5044.2,49.67
2023-12-05,44.85,91.39,5044.2,49.67
2023-12-06,44.55,91.39,5010.5,49.34
2023-12-07,44.45,91.39,4999.2,49.23
2023-12-08,44.95,91.39,5055.5,49.79
2023-12-11,44.65,91.39,5021.7,49.45
2023-12-12,44.55,91.39,5010.5,49.34
2023-12-13,45.05,91.39,5066.7,49.9
2023-12-14,45.0,91.39,5061.1,49.84
2023-12-15,45.15,91.39,5077.9,50.01
2023-12-18,44.9,91.39,5049.8,49.73
2023-12-19,45.0,91.39,5061.1,49.84
2023-12-20,44.9,91.39,5049.8,49.73
2023-12-21,44.75,91.39,5033.0,49.56
2023-12-22,44.7,91.39,5027.3,49.51
2023-12-27,44.95,91.39,5055.5,49.79
2023-12-28,45.2,91.39,5083.6,50.06
2023-12-29,45.15,91.39,5077.9,50.01
2024-01-02,44.25,120.79,4976.7,37.08
2024-01-03,43.55,120.79,4898.0,36.49
2024-01-04,42.85,120.79,4819.3,35.91
2024-01-05,42.4,120.79,4768.7,35.53
2024-01-08,41.25,120.79,4639.3,34.57
2024-01-09,41.4,120.79,4656.2,34.69
2024-01-10,41.15,120.79,4628.1,34.48
2024-01-11,41.2,120.79,4633.7,34.53
2024-01-12,41.25,120.79,4639.3,34.57
2024-01-15,41.15,120.79,4628.1,34.48
2024-01-16,39.9,120.79,4487.5,33.44
2024-01-17,38.5,120.79,4330.0,32.26
2024-01-18,38.85,120.79,4369.4,32.56
2024-01-19,39.75,120.79,4470.6,33.31
2024-01-22,39.6,120.79,4453.7,33.18
2024-01-23,40.0,120.79,4498.7,33.52
2024-01-24,41.0,120.79,4611.2,34.36
2024-01-25,42.15,120.79,4740.5,35.32
2024-01-26,41.9,120.79,4712.4,35.11
2024-01-29,42.35,120.79,4763.0,35.49
2024-01-30,42.3,120.79,4757.4,35.45
2024-01-31,42.35,120.79,4763.0,35.49
2024-02-01,42.3,120.79,4757.4,35.45
2024-02-02,42.2,120.79,4746.2,35.36
2024-02-05,42.35,120.79,4763.0,35.49
2024-02-06,43.7,120.79,4914.9,36.62
2024-02-07,43.5,120.79,4892.4,36.45
2024-02-08,43.15,120.79,4853.0,36.16
2024-02-09,42.4,120.79,4768.7,35.53
2024-02-14,43.45,120.79,4886.8,36.41
2024-02-15,43.85,120.79,4931.7,36.75
2024-02-16,44.85,120.79,5044.2,37.58
2024-02-19,43.55,120.79,4898.0,36.49
2024-02-20,44.25,120.79,4976.7,37.08
2024-02-21,44.45,120.79,4999.2,37.25
2024-02-22,44.95,120.79,5055.5,37.67
2024-02-23,44.7,120.79,5027.3,37.46
2024-02-26,44.6,120.79,5016.1,37.37
2024-02-27,44.75,120.79,5033.0,37.5
2024-02-28,44.1,120.79,4959.9,36.96
2024-02-29,44.4,120.79,4993.6,37.21
2024-03-01,42.9,120.79,4824.9,35.95
2024-03-04,42.4,120.79,4768.7,35.53
2024-03-05,41.55,120.79,4673.1,34.82
2024-03-06,42.2,120.79,4746.2,35.36
2024-03-07,41.85,120.79,4706.8,35.07
2024-03-08,41.5,120.79,4667.4,34.78
2024-03-11,42.0,120.79,4723.7,35.2
2024-03-12,42.6,120.79,4791.2,35.7
2024-03-13,42.3,120.79,4757.4,35.45
2024-03-14,42.7,120.79,4802.4,35.78
2024-03-15,42.35,120.79,4763.0,35.49
2024-03-18,42.45,120.79,4774.3,35.57
2024-03-19,41.7,120.79,4689.9,34.94
2024-03-20,41.2,120.79,4633.7,34.53
2024-03-21,42.1,120.79,4734.9,35.28
2024-03-22,40.65,120.79,4571.8,34.06
2024-03-25,40.95,120.79,4605.6,34.32
2024-03-26,41.7,120.79,4689.9,34.94
2024-03-27,41.25,120.79,4639.3,34.57
2024-03-28,42.25,120.79,4751.8,35.41
2024-04-02,44.1,120.79,4959.9,36.96
2024-04-03,43.9,120.79,4937.4,36.79
2024-04-05,44.55,120.79,5010.5,37.33
2024-04-08,44.0,120.79,4948.6,36.87
2024-04-09,44.3,120.79,4982.3,37.12
2024-04-10,44.6,120.79,5016.1,37.37
2024-04-11,44.15,120.79,4965.5,37.0
2024-04-12,43.7,120.79,4914.9,36.62
2024-04-15,43.35,120.79,4875.5,36.33
2024-04-16,42.75,120.79,4808.0,35.82
2024-04-17,42.5,120.79,4779.9,35.61
2024-04-18,43.0,120.79,4836.1,36.03
2024-04-19,42.7,120.79,4802.4,35.78
2024-04-22,44.2,120.79,4971.1,37.04
2024-04-23,44.3,120.79,4982.3,37.12
2024-04-24,44.6,120.79,5016.1,37.37
2024-04-25,44.8,120.79,5038.6,37.54
2024-04-26,44.85,120.79,5044.2,37.58
2024-04-29,45.9,120.79,5162.3,38.46
2024-04-30,46.2,120.79,5196.0,38.72
2024-05-02,47.95,120.79,5392.9,40.18
2024-05-03,47.65,120.79,5359.1,39.93
2024-05-06,46.25,120.79,5201.7,38.76
2024-05-07,46.25,120.79,5201.7,38.76
2024-05-08,46.1,120.79,5184.8,38.63
2024-05-09,46.15,120.79,5190.4,38.67
2024-05-10,46.0,120.79,5173.5,38.55
2024-05-13,46.35,120.79,5212.9,38.84
2024-05-14,46.05,120.79,5179.2,38.59
2024-05-16,46.15,120.79,5190.4,38.67
2024-05-17,46.4,120.79,5218.5,38.88
2024-05-20,46.65,120.79,5246.7,39.09
2024-05-21,45.65,120.79,5134.2,38.25
2024-05-22,45.7,120.79,5139.8,38.3
2024-05-23,44.75,120.79,5033.0,37.5
2024-05-24,43.35,120.79,4875.5,36.33
2024-05-27,43.7,120.79,4914.9,36.62
2024-05-28,43.45,120.79,4886.8,36.41
2024-05-29,42.55,120.79,4785.5,35.66
2024-05-30,42.2,120.79,4746.2,35.36
2024-05-31,41.6,120.79,4678.7,34.86
2024-06-03,41.95,120.79,4718.0,35.15
2024-06-04,41.65,120.79,4684.3,34.9
2024-06-05,41.45,120.79,4661.8,34.73
2024-06-06,41.8,120.79,4701.2,35.03
2024-06-07,41.35,120.79,4650.6,34.65
2024-06-11,40.4,120.79,4543.7,33.86
2024-06-12,39.85,120.79,4481.9,33.39
2024-06-13,40.05,120.79,4504.4,33.56
2024-06-14,39.9,120.79,4487.5,33.44
2024-06-17,39.75,120.79,4470.6,33.31
2024-06-18,40.0,120.79,4498.7,33.52
2024-06-19,41.2,120.79,4633.7,34.53
2024-06-20,41.1,120.79,4622.5,34.44
2024-06-21,40.15,120.79,4515.6,33.65
2024-06-24,40.15,120.79,4515.6,33.65
2024-06-25,39.6,120.79,4453.7,33.18
2024-06-26,40.05,120.79,4504.4,33.56
2024-06-27,37.1,120.79,4172.6,31.09
2024-06-28,37.05,120.79,4167.0,31.05
2024-07-02,35.7,130.6,4015.1,27.67
2024-07-03,35.65,130.6,4009.5,27.63
2024-07-04,35.45,130.6,3987.0,27.48
2024-07-05,34.55,130.6,3885.8,26.78
2024-07-08,33.3,130.6,3745.2,25.81
2024-07-09,33.75,130.6,3795.8,26.16
2024-07-10,35.25,130.6,3964.5,27.32
2024-07-11,34.7,130.6,3902.7,26.89
2024-07-12,35.1,130.6,3947.6,27.2
2024-07-15,33.5,130.6,3767.7,25.96
2024-07-16,32.55,130.6,3660.8,25.23
2024-07-17,33.2,130.6,3734.0,25.73
2024-07-18,35.35,130.6,3975.8,27.4
2024-07-19,33.75,130.6,3795.8,26.16
2024-07-22,34.4,130.6,3868.9,26.66
2024-07-23,33.1,130.6,3722.7,25.65
2024-07-24,30.75,130.6,3458.4,23.83
2024-07-25,30.85,130.6,3469.6,23.91
2024-07-26,30.55,130.6,3435.9,23.68
2024-07-29,30.4,130.6,3419.0,23.56
2024-07-30,29.6,130.6,3329.1,22.94
2024-07-31,30.45,130.6,3424.7,23.6
2024-08-01,29.8,130.6,3351.6,23.1
2024-08-02,30.0,130.6,3374.1,23.25
2024-08-05,30.45,130.6,3424.7,23.6
2024-08-06,29.85,130.6,3357.2,23.14
2024-08-07,29.7,130.6,3340.3,23.02
2024-08-08,28.95,130.6,3256.0,22.44
2024-08-09,28.95,130.6,3256.0,22.44
2024-08-12,29.4,130.6,3306.6,22.79
2024-08-13,29.8,130.6,3351.6,23.1
2024-08-14,29.85,130.6,3357.2,23.14
2024-08-15,28.95,130.6,3256.0,22.44
2024-08-16,29.15,130.6,3278.5,22.59
2024-08-19,28.8,130.6,3239.1,22.32
2024-08-20,28.7,130.6,3227.8,22.24
2024-08-21,28.3,130.6,3182.9,21.93
2024-08-22,28.6,130.6,3216.6,22.17
2024-08-23,28.55,130.6,3211.0,22.13
2024-08-26,30.3,130.6,3407.8,23.48
2024-08-27,30.2,130.6,3396.5,23.41
2024-08-28,27.05,130.6,3042.3,20.97
2024-08-29,27.55,130.6,3098.5,21.35
2024-08-30,28.4,130.6,3194.1,22.01
2024-09-02,26.85,130.6,3019.8,20.81
2024-09-03,27.05,130.6,3042.3,20.97
2024-09-04,27.1,130.6,3047.9,21.0
2024-09-05,26.55,130.6,2986.0,20.58
2024-09-09,26.0,130.6,2924.2,20.15
2024-09-10,25.4,130.6,2856.7,19.69
2024-09-11,25.2,130.6,2834.2,19.53
2024-09-12,24.95,130.6,2806.1,19.34
2024-09-13,25.0,130.6,2811.7,19.38
2024-09-16,24.35,130.6,2738.6,18.87
2024-09-17,24.35,130.6,2738.6,18.87
2024-09-19,25.6,130.6,2879.2,19.84
2024-09-20,26.2,130.6,2946.7,20.31
2024-09-23,26.05,130.6,2929.8,20.19
2024-09-24,28.15,130.6,3166.0,21.82
2024-09-25,27.55,130.6,3098.5,21.35
2024-09-26,31.1,130.6,3497.8,24.1
2024-09-27,32.3,130.6,3632.7,25.03
2024-09-30,34.2,130.6,3846.4,26.51
2024-10-02,35.2,130.6,3958.9,27.28
2024-10-03,33.4,130.6,3756.4,25.89
2024-10-04,34.05,130.6,3829.5,26.39
2024-10-07,34.8,130.6,3913.9,26.97
2024-10-08,31.2,130.6,3509.0,24.18
2024-10-09,30.6,130.6,3441.5,23.72
2024-10-10,32.0,130.6,3599.0,24.8
2024-10-14,31.85,130.6,3582.1,24.69
2024-10-15,30.15,130.6,3390.9,23.37
2024-10-16,29.4,130.6,3306.6,22.79
2024-10-17,29.3,130.6,3295.3,22.71
2024-10-18,30.85,130.6,3469.6,23.91
2024-10-21,30.4,130.6,3419.0,23.56
2024-10-22,30.6,130.6,3441.5,23.72
2024-10-23,30.1,130.6,3385.3,23.33
2024-10-24,29.15,130.6,3278.5,22.59
2024-10-25,29.45,130.6,3312.2,22.83
2024-10-28,29.85,130.6,3357.2,23.14
2024-10-29,29.3,130.6,3295.3,22.71
2024-10-30,29.15,130.6,3278.5,22.59
2024-10-31,28.9,130.6,3250.3,22.4
2024-11-01,29.45,130.6,3312.2,22.83
2024-11-04,30.35,130.6,3413.4,23.52
2024-11-05,33.25,130.6,3739.6,25.77
2024-11-06,32.8,130.6,3689.0,25.42
2024-11-07,34.15,130.6,3840.8,26.47
2024-11-08,33.7,130.6,3790.2,26.12
2024-11-11,32.4,130.6,3644.0,25.11
2024-11-12,31.05,130.6,3492.1,24.07
2024-11-13,31.2,130.6,3509.0,24.18
2024-11-14,30.25,130.6,3402.2,23.45
2024-11-15,30.85,130.6,3469.6,23.91
2024-11-18,31.45,130.6,3537.1,24.38
2024-11-19,32.15,130.6,3615.9,24.92
2024-11-20,31.55,130.6,3548.4,24.45
2024-11-21,30.75,130.6,3458.4,23.83
2024-11-22,31.6,130.6,3554.0,24.49
2024-11-25,32.05,130.6,3604.6,24.84
2024-11-26,31.75,130.6,3570.9,24.61
2024-11-27,32.6,130.6,3666.5,25.27
2024-11-28,31.95,130.6,3593.4,24.76
2024-11-29,33.1,130.6,3722.7,25.65
2024-12-02,35.85,130.6,4032.0,27.79
2024-12-03,35.35,130.6,3975.8,27.4
2024-12-04,35.1,130.6,3947.6,27.2
2024-12-05,35.05,130.6,3942.0,27.17
2024-12-06,35.45,130.6,3987.0,27.48
2024-12-09,36.9,130.6,4150.1,28.6
2024-12-10,35.9,130.6,4037.6,27.82
2024-12-11,36.45,130.6,4099.5,28.25
2024-12-12,37.8,130.6,4251.3,29.3
2024-12-13,36.0,130.6,4048.9,27.9
2024-12-16,35.6,130.6,4003.9,27.59
2024-12-17,35.45,130.6,3987.0,27.48
2024-12-18,35.5,130.6,3992.6,27.51
2024-12-19,34.9,130.6,3925.1,27.05
2024-12-20,34.5,130.6,3880.2,26.74
2024-12-23,34.6,130.6,3891.4,26.82
2024-12-24,35.2,130.6,3958.9,27.28
2024-12-27,33.85,130.6,3807.1,26.24
2024-12-30,33.85,130.6,3807.1,26.24
2024-12-31,34.0,121.23,3823.9,28.39
2025-01-02,33.15,121.23,3728.3,27.68
2025-01-03,33.65,121.23,3784.6,28.1
2025-01-06,32.5,121.23,3655.2,27.14
2025-01-07,32.65,121.23,3672.1,27.26
2025-01-08,32.75,121.23,3683.3,27.34
2025-01-09,33.75,121.23,3795.8,28.18
2025-01-10,32.75,121.23,3683.3,27.34
2025-01-13,33.45,121.23,3762.1,27.93
2025-01-14,35.25,121.23,3964.5,29.43
2025-01-15,35.25,121.23,3964.5,29.43
2025-01-16,35.0,121.23,3936.4,29.22
2025-01-17,34.7,121.23,3902.7,28.97
2025-01-20,35.45,121.23,3987.0,29.6
2025-01-21,35.8,121.23,4026.4,29.89
2025-01-22,34.5,121.23,3880.2,28.81
2025-01-23,34.05,121.23,3829.5,28.43
2025-01-24,35.1,121.23,3947.6,29.31
2025-01-27,35.15,121.23,3953.3,29.35
2025-01-28,36.35,121.23,4088.2,30.35
2025-02-03,36.2,121.23,4071.4,30.23
2025-02-04,37.45,121.23,4211.9,31.27
2025-02-05,34.85,121.23,3919.5,29.1
2025-02-06,35.95,121.23,4043.2,30.02
2025-02-07,35.7,121.23,4015.1,29.81
2025-02-10,36.4,121.23,4093.8,30.39
2025-02-11,34.2,121.23,3846.4,28.56
2025-02-12,35.6,121.23,4003.9,29.72
2025-02-13,35.3,121.23,3970.1,29.47
2025-02-14,36.05,121.23,4054.5,30.1
2025-02-17,35.05,121.23,3942.0,29.27
2025-02-18,35.2,121.23,3958.9,29.39
2025-02-19,34.8,121.23,3913.9,29.06
2025-02-20,34.05,121.23,3829.5,28.43
2025-02-21,33.7,121.23,3790.2,28.14
2025-02-24,34.5,121.23,3880.2,28.81
2025-02-25,33.6,121.23,3778.9,28.05
2025-02-26,36.1,121.23,4060.1,30.14
2025-02-27,36.3,121.23,4082.6,30.31
2025-02-28,34.7,121.23,3902.7,28.97
2025-03-03,35.2,121.23,3958.9,29.39
2025-03-04,35.2,121.23,3958.9,29.39
2025-03-05,36.35,121.23,4088.2,30.35
2025-03-06,36.8,121.23,4138.8,30.73
2025-03-07,37.35,121.23,4200.7,31.19
2025-03-10,36.45,121.23,4099.5,30.43
2025-03-11,38.25,121.23,4301.9,31.94
2025-03-12,37.7,121.23,4240.1,31.48
2025-03-13,37.05,121.23,4167.0,30.94
2025-03-14,38.05,121.23,4279.4,31.77
2025-03-17,38.3,121.23,4307.5,31.98
2025-03-18,38.7,121.23,4352.5,32.31
2025-03-19,38.05,121.23,4279.4,31.77
2025-03-20,37.8,121.23,4251.3,31.56
2025-03-21,37.05,121.23,4167.0,30.94
2025-03-24,36.95,121.23,4155.7,30.85
2025-03-25,36.75,121.23,4133.2,30.68
2025-03-26,33.7,121.23,3790.2,28.14
2025-03-27,34.1,121.23,3835.2,28.47
2025-03-28,34.65,121.23,3897.0,28.93
2025-03-31,33.75,121.23,3795.8,28.18
2025-04-01,33.25,121.23,3739.6,27.76
2025-04-02,34.45,121.23,3874.5,28.76
2025-04-03,34.45,121.23,3874.5,28.76
2025-04-07,32.45,121.23,3649.6,27.09
2025-04-08,32.8,121.23,3689.0,27.39
2025-04-09,33.8,121.23,3801.4,28.22
2025-04-10,35.0,121.23,3936.4,29.22
2025-04-11,35.1,121.23,3947.6,29.31
2025-04-14,36.25,121.23,4077.0,30.27
2025-04-15,37.15,121.23,4178.2,31.02
2025-04-16,35.95,121.23,4043.2,30.02
2025-04-17,36.65,121.23,4122.0,30.6
2025-04-22,37.4,121.23,4206.3,31.23
2025-04-23,36.95,121.23,4155.7,30.85
2025-04-24,36.75,121.23,4133.2,30.68
2025-04-25,36.6,121.23,4116.3,30.56
2025-04-28,36.15,121.23,4065.7,30.18
2025-04-29,35.45,121.23,3987.0,29.6
2025-04-30,35.8,121.23,4026.4,29.89
2025-05-02,36.05,121.23,4054.5,30.1
2025-05-06,38.6,121.23,4341.3,32.23
2025-05-07,37.75,121.23,4245.7,31.52
2025-05-08,38.3,121.23,4307.5,31.98
2025-05-09,38.2,121.23,4296.3,31.9
2025-05-12,39.55,121.23,4448.1,33.02
2025-05-13,38.55,121.23,4335.7,32.19
2025-05-14,38.9,121.23,4375.0,32.48
2025-05-15,38.45,121.23,4324.4,32.1
2025-05-16,38.45,121.23,4324.4,32.1
2025-05-19,38.5,121.23,4330.0,32.15
2025-05-20,38.6,121.23,4341.3,32.23
2025-05-21,38.55,121.23,4335.7,32.19
2025-05-22,36.7,121.23,4127.6,30.64
2025-05-23,36.6,121.23,4116.3,30.56
2025-05-26,38.0,121.23,4273.8,31.73
2025-05-27,38.05,121.23,4279.4,31.77
2025-05-28,39.25,121.23,4414.4,32.77
2025-05-29,39.5,121.23,4442.5,32.98
2025-05-30,38.4,121.23,4318.8,32.06
2025-06-02,38.25,121.23,4301.9,31.94
2025-06-03,38.8,121.23,4363.8,32.4
2025-06-04,39.0,121.23,4386.3,32.56
2025-06-05,38.95,121.23,4380.6,32.52
2025-06-06,39.55,121.23,4448.1,33.02
2025-06-09,39.75,121.23,4470.6,33.19
2025-06-10,39.3,121.23,4420.0,32.81
2025-06-11,38.4,121.23,4318.8,32.06
2025-06-12,38.65,121.23,4346.9,32.27
2025-06-13,39.15,121.23,4403.1,32.69
2025-06-16,39.75,121.23,4470.6,33.19
2025-06-17,39.25,121.23,4414.4,32.77
2025-06-18,39.1,121.23,4397.5,32.65
2025-06-19,38.25,121.23,4301.9,31.94
2025-06-20,38.35,121.23,4313.2,32.02
2025-06-23,37.95,121.23,4268.2,31.69
2025-06-24,39.05,121.23,4391.9,32.6
2025-06-25,40.35,121.23,4538.1,33.69
2025-06-26,40.7,121.23,4577.5,33.98
2025-06-27,40.4,121.23,4543.7,33.73
2025-06-30,40.1,135.05,4510.0,30.06
2025-07-02,40.4,135.05,4543.7,30.28
2025-07-03,40.2,135.05,4521.2,30.13
2025-07-04,40.15,135.05,4515.6,30.09
2025-07-07,39.35,135.05,4425.6,29.49
2025-07-08,39.2,135.05,4408.8,29.38
2025-07-09,38.65,135.05,4346.9,28.97
2025-07-10,39.15,135.05,4403.1,29.34
2025-07-11,39.1,135.05,4397.5,29.31
2025-07-14,39.95,135.05,4493.1,29.94
2025-07-15,40.85,135.05,4594.3,30.62
2025-07-16,40.45,135.05,4549.3,30.32
2025-07-17,41.45,135.05,4661.8,31.07
2025-07-18,43.0,135.05,4836.1,32.23
2025-07-21,44.25,135.05,4976.7,33.17
2025-07-22,45.25,135.05,5089.2,33.92
2025-07-23,45.0,135.05,5061.1,33.73
2025-07-24,44.9,135.05,5049.8,33.65
2025-07-25,46.5,135.05,5229.8,34.85
2025-07-28,45.2,135.05,5083.6,33.88
2025-07-29,46.4,135.05,5218.5,34.78
2025-07-30,46.6,135.05,5241.0,34.93
2025-07-31,45.45,135.05,5111.7,34.07
2025-08-01,44.95,135.05,5055.5,33.69
2025-08-04,45.2,135.05,5083.6,33.88
2025-08-05,45.44,135.05,5110.6,34.06
2025-08-06,45.4,135.05,5106.1,34.03
2025-08-07,46.42,135.05,5220.8,34.79
2025-08-08,46.52,135.05,5232.0,34.87
2025-08-11,46.5,135.05,5229.8,34.85
2025-08-12,47.02,135.05,5288.3,35.24
2025-08-13,47.86,135.05,5382.7,35.87
2025-08-14,47.8,135.05,5376.0,35.83
2025-08-15,46.68,135.05,5250.0,34.99
2025-08-18,46.4,135.05,5218.5,34.78
2025-08-19,47.1,135.05,5297.3,35.3
2025-08-20,47.18,135.05,5306.3,35.36
2025-08-21,46.24,135.05,5200.5,34.66
2025-08-22,46.44,135.05,5223.0,34.81
2025-08-25,47.0,135.05,5286.0,35.23
2025-08-26,46.96,135.05,5281.5,35.2
2025-08-27,50.3,135.05,5657.2,37.7
2025-08-28,49.56,135.05,5573.9,37.15
2025-08-29,49.98,135.05,5621.2,37.46
2025-09-01,50.2,135.05,5645.9,37.63
2025-09-02,49.72,135.05,5591.9,37.27
2025-09-03,49.42,135.05,5558.2,37.04
2025-09-04,49.92,135.05,5614.4,37.42
2025-09-05,50.95,135.05,5730.3,38.19
2025-09-08,50.85,135.05,5719.0,38.11
2025-09-09,51.85,135.05,5831.5,38.86
2025-09-10,52.7,135.05,5927.1,39.5
2025-09-11,52.7,135.05,5927.1,39.5
2025-09-12,52.3,135.05,5882.1,39.2
2025-09-15,54.45,135.05,6123.9,40.81
