Date,股价_港元,CNYHKD,EPS_TTM_人民币,PE_TTM_近似
2022-12-21,18.1200008392334,1.1186389923095703,0.6014,26.93424686194472
2022-12-22,19.860000610351562,1.1162869930267334,0.6014,29.582847134686393
2022-12-23,19.5,1.1156799793243408,0.6014,29.062404811492755
2022-12-28,19.81999969482422,1.1202969551086426,0.6014,29.417588191513598
2022-12-29,19.459999084472656,1.1184109449386597,0.6014,28.9319684773119
2022-12-30,19.81999969482422,1.1184790134429932,0.6014,29.465402641881912
2023-01-03,21.649999618530273,1.131546974182129,0.6014,31.81426407594332
2023-01-04,22.350000381469727,1.1302369832992554,0.6014,32.88096819535814
2023-01-05,21.950000762939453,1.1342250108718872,0.6014,32.17895201855534
2023-01-06,23.25,1.1351059675216675,0.6014,34.058312545780026
2023-01-09,25.0,1.1426600217819214,0.6014,36.379736733400094
2023-01-10,25.299999237060547,1.1523619890213013,0.6014,36.506328696722306
2023-01-11,24.5,1.1517829895019531,0.6014,35.369750833409306
2023-01-12,23.950000762939453,1.1537209749221802,0.6014,34.51765784810719
2023-01-13,24.600000381469727,1.1587940454483032,0.6014,35.29924651484921
2023-01-16,25.149999618530273,1.16464102268219,0.6014,35.9072773018108
2023-01-17,24.799999237060547,1.1599630117416382,0.6014,35.55036817211982
2023-01-18,25.850000381469727,1.1545239686965942,0.6014,37.230097749425966
2023-01-19,26.100000381469727,1.1593149900436401,0.6014,37.4348104605098
2023-01-20,26.399999618530273,1.1547499895095825,0.6014,38.01478423530223
2023-01-26,27.200000762939453,1.1537519693374634,0.6014,39.20062913555615
2023-01-27,27.149999618530273,1.1536389589309692,0.6014,39.13240054046394
2023-01-30,24.950000762939453,1.1540700197219849,0.6014,35.94802047216413
2023-01-31,25.350000381469727,1.1609270572662354,0.6014,36.30860916664691
2023-02-01,25.5,1.160451054573059,0.6014,36.5384339274623
2023-02-02,25.799999237060547,1.1623339653015137,0.6014,36.90841035782352
2023-02-03,24.649999618530273,1.1650079488754272,0.6014,35.182330543508186
2023-02-06,23.600000381469727,1.1576329469680786,0.6014,33.89828351228916
2023-02-07,24.049999237060547,1.1549489498138428,0.6014,34.624926077343616
2023-02-08,22.950000762939453,1.155540943145752,0.6014,33.024324460485005
2023-02-09,23.899999618530273,1.156080961227417,0.6014,34.37527816210272
2023-02-10,22.899999618530273,1.1575870513916016,0.6014,32.894128993236166
2023-02-13,23.149999618530273,1.1527210474014282,0.6014,33.39360774563196
2023-02-14,23.350000381469727,1.1508220434188843,0.6014,33.73768633807484
2023-02-15,22.5,1.1492500305175781,0.6014,32.5540158346026
2023-02-16,22.549999237060547,1.1449710130691528,0.6014,32.748289115030076
2023-02-17,22.049999237060547,1.1441010236740112,0.6014,32.046513017892515
2023-02-20,22.799999237060547,1.1412309408187866,0.6014,33.219865599507486
2023-02-21,21.450000762939453,1.1423380374908447,0.6014,31.222613287105542
2023-02-22,21.549999237060547,1.1412169933319092,0.6014,31.39898471803389
2023-02-23,22.100000381469727,1.1381429433822632,0.6014,32.287323667969204
2023-02-24,21.5,1.1356940269470215,0.6014,31.478475727094885
2023-02-27,21.75,1.1355810165405273,0.6014,31.847673606341793
2023-02-28,21.799999237060547,1.1294649839401245,0.6014,32.09373655376013
2023-03-01,24.299999237060547,1.1319010257720947,0.6014,35.69721892471154
2023-03-02,21.850000381469727,1.1424729824066162,0.6014,31.8010959079165
2023-03-03,22.100000381469727,1.1349730491638184,0.6014,32.37749973047532
2023-03-06,21.799999237060547,1.1354680061340332,0.6014,31.924062541126666
2023-03-07,20.649999618530273,1.1327060461044312,0.6014,30.313731915112307
2023-03-08,19.920000076293945,1.1272920370101929,0.6014,29.382549248566033
2023-03-09,19.860000610351562,1.1294209957122803,0.6014,29.238829097844377
2023-03-10,19.0,1.1267579793930054,0.6014,28.038807234235975
2023-03-13,19.780000686645508,1.1404579877853394,0.6014,28.839225123426065
2023-03-14,19.34000015258789,1.1453380584716797,0.6014,28.07755956605334
2023-03-15,19.0,1.1418399810791016,0.6014,27.668456445167244
2023-03-16,19.139999389648438,1.1358040571212769,0.6014,28.02044835613481
2023-03-17,19.059999465942383,1.1374479532241821,0.6014,27.86300332760021
2023-03-20,18.200000762939453,1.1442259550094604,0.6014,26.448204094103538
2023-03-21,19.299999237060547,1.1402699947357178,0.6014,28.14402265481737
2023-03-22,19.719999313354492,1.1398489475250244,0.6014,28.767105704150417
2023-03-23,20.399999618530273,1.1401870250701904,0.6014,29.75025146463696
2023-03-24,19.84000015258789,1.1509089469909668,0.6014,28.664032077969015
2023-03-27,19.31999969482422,1.1445260047912598,0.6014,28.068423895783393
2023-03-28,20.600000381469727,1.1400339603424072,0.6014,30.045955242436705
2023-03-29,19.440000534057617,1.141842007637024,0.6014,28.309150181184854
2023-03-30,21.700000762939453,1.139639973640442,0.6014,31.661293329461493
2023-03-31,21.399999618530273,1.1423790454864502,0.6014,31.14871345362475
2023-04-03,20.200000762939453,1.1386510133743286,0.35,50.686546813917694
2023-04-04,19.780000686645508,1.140889048576355,0.35,49.53530559930496
2023-04-06,19.84000015258789,1.1406300067901611,0.35,49.69684681643486
2023-04-11,19.979999542236328,1.1359930038452148,0.35,50.25181738319606
2023-04-12,19.579999923706055,1.1398769617080688,0.35,49.077978417114316
2023-04-13,19.559999465942383,1.141221046447754,0.35,48.97010349904538
2023-04-14,19.8799991607666,1.142914056777954,0.35,49.697522981139976
2023-04-17,19.979999542236328,1.1405080556869507,0.35,50.05288011177985
2023-04-18,19.399999618530273,1.1407829523086548,0.35,48.58818255171555
2023-04-19,18.739999771118164,1.1414049863815308,0.35,46.909604502999414
2023-04-20,19.479999542236328,1.1399329900741577,0.35,48.82492395068408
2023-04-21,18.280000686645508,1.1420520544052124,0.35,45.732217887053054
2023-04-24,17.700000762939453,1.138666033744812,0.35,44.41287370708488
