date,nav
2023-11-16,0.828
2023-11-17,0.829
2023-11-20,0.827
2023-11-21,0.833
2023-11-22,0.827
2023-11-23,0.829
2023-11-24,0.827
2023-11-27,0.822
2023-11-28,0.822
2023-11-29,0.816
2023-11-30,0.822
2023-12-01,0.825
2023-12-04,0.826
2023-12-05,0.81
2023-12-06,0.807
2023-12-07,0.806
2023-12-08,0.807
2023-12-11,0.81
2023-12-12,0.816
2023-12-13,0.809
2023-12-14,0.807
2023-12-15,0.804
2023-12-18,0.801
2023-12-19,0.798
2023-12-20,0.793
2023-12-21,0.795
2023-12-22,0.797
2023-12-25,0.798
2023-12-26,0.794
2023-12-27,0.802
2023-12-28,0.805
2023-12-29,0.806
2024-01-02,0.81
2024-01-03,0.818
2024-01-04,0.822
2024-01-05,0.82
2024-01-08,0.81
2024-01-09,0.813
2024-01-10,0.808
2024-01-11,0.802
2024-01-12,0.809
2024-01-15,0.813
2024-01-16,0.817
2024-01-17,0.804
2024-01-18,0.794
2024-01-19,0.791
2024-01-22,0.769
2024-01-23,0.777
2024-01-24,0.804
2024-01-25,0.845
2024-01-26,0.857
2024-01-29,0.866
2024-01-30,0.852
2024-01-31,0.852
2024-02-01,0.835
2024-02-02,0.835
2024-02-05,0.828
2024-02-06,0.848
2024-02-07,0.857
2024-02-08,0.858
2024-02-19,0.878
2024-02-20,0.886
2024-02-21,0.893
2024-02-22,0.903
2024-02-23,0.905
2024-02-26,0.885
2024-02-27,0.889
2024-02-28,0.884
2024-02-29,0.892
2024-03-01,0.893
2024-03-04,0.893
2024-03-05,0.904
2024-03-06,0.899
2024-03-07,0.904
2024-03-08,0.905
2024-03-11,0.899
2024-03-12,0.881
2024-03-13,0.876
2024-03-14,0.879
2024-03-15,0.883
2024-03-18,0.884
2024-03-19,0.88
2024-03-20,0.887
2024-03-21,0.887
2024-03-22,0.878
2024-03-25,0.882
2024-03-26,0.887
2024-03-27,0.886
2024-03-28,0.879
2024-03-29,0.889
2024-04-01,0.897
2024-04-02,0.9
2024-04-03,0.904
2024-04-08,0.906
2024-04-09,0.901
2024-04-10,0.901
2024-04-11,0.906
2024-04-12,0.901
2024-04-15,0.93
2024-04-16,0.927
2024-04-17,0.949
2024-04-18,0.947
2024-04-19,0.949
2024-04-22,0.931
2024-04-23,0.916
2024-04-24,0.919
2024-04-25,0.923
2024-04-26,0.922
2024-04-29,0.917
2024-04-30,0.916
2024-05-06,0.924
2024-05-07,0.924
2024-05-08,0.924
2024-05-09,0.932
2024-05-10,0.938
2024-05-13,0.944
2024-05-14,0.934
2024-05-15,0.93
2024-05-16,0.935
2024-05-17,0.946
2024-05-20,0.951
2024-05-21,0.952
2024-05-22,0.952
2024-05-23,0.939
2024-05-24,0.935
2024-05-27,0.95
2024-05-28,0.946
2024-05-29,0.948
2024-05-30,0.94
2024-05-31,0.941
2024-06-03,0.933
2024-06-04,0.94
2024-06-05,0.93
2024-06-06,0.932
2024-06-07,0.941
2024-06-11,0.922
2024-06-12,0.925
2024-06-13,0.917
2024-06-14,0.915
2024-06-17,0.901
2024-06-18,0.91
2024-06-19,0.911
2024-06-20,0.907
2024-06-21,0.912
2024-06-24,0.902
2024-06-25,0.906
2024-06-26,0.909
2024-06-27,0.908
2024-06-28,0.918
2024-07-01,0.939
2024-07-02,0.942
2024-07-03,0.936
2024-07-04,0.932
2024-07-05,0.925
2024-07-08,0.926
2024-07-09,0.934
2024-07-10,0.919
2024-07-11,0.929
2024-07-12,0.929
2024-07-15,0.939
2024-07-16,0.939
2024-07-17,0.936
2024-07-18,0.942
2024-07-19,0.938
2024-07-22,0.927
2024-07-23,0.924
2024-07-24,0.928
2024-07-25,0.921
2024-07-26,0.918
2024-07-29,0.923
2024-07-30,0.919
2024-07-31,0.927
2024-08-01,0.928
2024-08-02,0.922
2024-08-05,0.909
2024-08-06,0.905
2024-08-07,0.908
2024-08-08,0.907
2024-08-09,0.908
2024-08-12,0.906
2024-08-13,0.911
2024-08-14,0.907
2024-08-15,0.922
2024-08-16,0.922
2024-08-19,0.935
2024-08-20,0.928
2024-08-21,0.923
2024-08-22,0.928
2024-08-23,0.931
2024-08-26,0.929
2024-08-27,0.931
2024-08-28,0.925
2024-08-29,0.902
2024-08-30,0.901
2024-09-02,0.896
2024-09-03,0.884
2024-09-04,0.874
2024-09-05,0.872
2024-09-06,0.866
2024-09-09,0.851
2024-09-10,0.852
2024-09-11,0.834
2024-09-12,0.838
2024-09-13,0.839
2024-09-18,0.849
2024-09-19,0.852
2024-09-20,0.857
2024-09-23,0.866
2024-09-24,0.917
2024-09-25,0.931
2024-09-26,0.968
2024-09-27,0.955
2024-09-30,1.052
2024-10-08,1.075
2024-10-09,1.0
2024-10-10,1.04
2024-10-11,1.013
2024-10-14,1.044
2024-10-15,1.016
2024-10-16,1.023
2024-10-17,1.008
2024-10-18,1.027
2024-10-21,1.021
2024-10-22,1.022
2024-10-23,1.031
2024-10-24,1.024
2024-10-25,1.025
2024-10-28,1.036
2024-10-29,1.021
2024-10-30,1.012
2024-10-31,1.015
2024-11-01,1.03
2024-11-04,1.033
2024-11-05,1.053
2024-11-06,1.046
2024-11-07,1.078
2024-11-08,1.059
2024-11-11,1.045
2024-11-12,1.033
2024-11-13,1.039
2024-11-14,1.028
2024-11-15,1.022
2024-11-18,1.045
2024-11-19,1.037
2024-11-20,1.04
2024-11-21,1.04
2024-11-22,1.009
2024-11-25,1.008
2024-11-26,1.012
2024-11-27,1.022
2024-11-28,1.02
2024-11-29,1.025
2024-12-02,1.034
2024-12-03,1.045
2024-12-04,1.052
2024-12-05,1.051
2024-12-06,1.064
2024-12-09,1.068
2024-12-10,1.069
2024-12-11,1.076
2024-12-12,1.078
2024-12-13,1.056
2024-12-16,1.062
2024-12-17,1.061
2024-12-18,1.074
2024-12-19,1.063
2024-12-20,1.052
2024-12-23,1.063
2024-12-24,1.077
2024-12-25,1.082
2024-12-26,1.078
2024-12-27,1.078
2024-12-30,1.082
2024-12-31,1.074
2025-01-02,1.043
2025-01-03,1.033
2025-01-06,1.033
2025-01-07,1.031
2025-01-08,1.029
2025-01-09,1.015
2025-01-10,1.006
2025-01-13,0.996
2025-01-14,1.017
2025-01-15,1.016
2025-01-16,1.022
2025-01-17,1.021
2025-01-20,1.018
2025-01-21,1.008
2025-01-22,0.999
2025-01-23,1.014
2025-01-24,1.021
2025-01-27,1.035
2025-02-05,1.013
2025-02-06,1.016
2025-02-07,1.025
2025-02-10,1.023
2025-02-11,1.028
2025-02-12,1.029
2025-02-13,1.03
2025-02-14,1.029
2025-02-17,1.034
2025-02-18,1.034
2025-02-19,1.031
2025-02-20,1.026
2025-02-21,1.025
2025-02-24,1.028
2025-02-25,1.013
2025-02-26,1.032
2025-02-27,1.034
2025-02-28,1.026
2025-03-03,1.025
2025-03-04,1.024
2025-03-05,1.034
2025-03-06,1.033
2025-03-07,1.037
2025-03-10,1.028
2025-03-11,1.035
2025-03-12,1.032
2025-03-13,1.038
2025-03-14,1.05
2025-03-17,1.05
2025-03-18,1.05
2025-03-19,1.05
2025-03-20,1.052
2025-03-21,1.051
2025-03-24,1.057
2025-03-25,1.063
2025-03-26,1.061
2025-03-27,1.055
2025-03-28,1.047
2025-03-31,1.042
2025-04-01,1.044
2025-04-02,1.046
2025-04-03,1.049
2025-04-07,0.971
2025-04-08,1.002
2025-04-09,1.0
2025-04-10,1.01
2025-04-11,1.008
2025-04-14,1.015
2025-04-15,1.02
2025-04-16,1.031
2025-04-17,1.032
2025-04-18,1.037
2025-04-21,1.03
2025-04-22,1.034
2025-04-23,1.035
2025-04-24,1.042
2025-04-25,1.04
2025-04-28,1.04
2025-04-29,1.034
2025-04-30,1.02
2025-05-06,1.026
2025-05-07,1.037
2025-05-08,1.038
2025-05-09,1.041
2025-05-12,1.047
2025-05-13,1.059
2025-05-14,1.075
2025-05-15,1.069
2025-05-16,1.06
2025-05-19,1.064
2025-05-20,1.065
2025-05-21,1.071
2025-05-22,1.071
2025-05-23,1.06
2025-05-26,1.058
2025-05-27,1.054
2025-05-28,1.057
2025-05-29,1.06
2025-05-30,1.062
2025-06-03,1.059
2025-06-04,1.063
2025-06-05,1.058
2025-06-06,1.064
2025-06-09,1.063
2025-06-10,1.061
2025-06-11,1.07
2025-06-12,1.066
2025-06-13,1.062
2025-06-16,1.066
2025-06-17,1.071
2025-06-18,1.07
2025-06-19,1.063
2025-06-20,1.07
2025-06-23,1.076
2025-06-24,1.084
2025-06-25,1.091
2025-06-26,1.09
2025-06-27,1.079
2025-06-30,1.082
2025-07-01,1.092
2025-07-02,1.102
2025-07-03,1.101
2025-07-04,1.112
2025-07-07,1.119
2025-07-08,1.124
2025-07-09,1.129
2025-07-10,1.138
2025-07-11,1.134
2025-07-14,1.142
2025-07-15,1.133
2025-07-16,1.13
2025-07-17,1.131
2025-07-18,1.136
2025-07-21,1.155
2025-07-22,1.17
2025-07-23,1.167
2025-07-24,1.169
2025-07-25,1.16
2025-07-28,1.155
2025-07-29,1.152
2025-07-30,1.157
2025-07-31,1.138
2025-08-01,1.13
2025-08-04,1.136
2025-08-05,1.149
2025-08-06,1.152
2025-08-07,1.15
2025-08-08,1.158
2025-08-11,1.152
2025-08-12,1.156
2025-08-13,1.156
2025-08-14,1.154
2025-08-15,1.164
2025-08-18,1.16
2025-08-19,1.161
2025-08-20,1.173
2025-08-21,1.182
2025-08-22,1.184
2025-08-25,1.202
2025-08-26,1.199
2025-08-27,1.176
2025-08-28,1.18
2025-08-29,1.181
2025-09-01,1.178
2025-09-02,1.18
2025-09-03,1.166
2025-09-04,1.163
2025-09-05,1.163
2025-09-08,1.175
2025-09-09,1.175
2025-09-10,1.173
2025-09-11,1.183
2025-09-12,1.175
2025-09-15,1.171
2025-09-16,1.168
2025-09-17,1.174
2025-09-18,1.157
2025-09-19,1.157
2025-09-22,1.15
2025-09-23,1.152
2025-09-24,1.152
2025-09-25,1.152
2025-09-26,1.149
2025-09-29,1.15
2025-09-30,1.147
2025-10-09,1.158
2025-10-10,1.168
2025-10-13,1.163
2025-10-14,1.167
2025-10-15,1.173
2025-10-16,1.178
2025-10-17,1.171
2025-10-20,1.173
2025-10-21,1.185
2025-10-22,1.188
2025-10-23,1.196
2025-10-24,1.193
2025-10-27,1.206
2025-10-28,1.201
2025-10-29,1.205
2025-10-30,1.21
2025-10-31,1.202
2025-11-03,1.213
2025-11-04,1.214
2025-11-05,1.215
2025-11-06,1.225
2025-11-07,1.227
2025-11-10,1.239
2025-11-11,1.24
2025-11-12,1.249
2025-11-13,1.257
2025-11-14,1.245
2025-11-17,1.233
2025-11-18,1.217
2025-11-19,1.227
2025-11-20,1.229
2025-11-21,1.209
2025-11-24,1.202
2025-11-25,1.213
2025-11-26,1.207
2025-11-27,1.205
2025-11-28,1.205
2025-12-01,1.213
2025-12-02,1.214
2025-12-03,1.212
2025-12-04,1.208
2025-12-05,1.212
2025-12-08,1.207
2025-12-09,1.195
2025-12-10,1.192
2025-12-11,1.183
2025-12-12,1.179
2025-12-15,1.185
2025-12-16,1.175
2025-12-17,1.182
2025-12-18,1.196
2025-12-19,1.196
2025-12-22,1.196
2025-12-23,1.197
2025-12-24,1.195
2025-12-25,1.195
2025-12-26,1.196
2025-12-29,1.197
2025-12-30,1.198
2025-12-31,1.2
2026-01-05,1.196
2026-01-06,1.208
2026-01-07,1.204
2026-01-08,1.202
2026-01-09,1.208
2026-01-12,1.209
2026-01-13,1.213
2026-01-14,1.203
2026-01-15,1.196
2026-01-16,1.187
2026-01-19,1.195
2026-01-20,1.208
2026-01-21,1.198
2026-01-22,1.204
2026-01-23,1.198
2026-01-26,1.211
2026-01-27,1.204
2026-01-28,1.22
2026-01-29,1.234
2026-01-30,1.234
2026-02-02,1.192
2026-02-03,1.198
2026-02-04,1.221
2026-02-05,1.218
2026-02-06,1.215
2026-02-09,1.22
2026-02-10,1.219
2026-02-11,1.228
2026-02-12,1.225
2026-02-13,1.203
2026-02-24,1.231
2026-02-25,1.236
2026-02-26,1.237
2026-02-27,1.247
2026-03-02,1.286
2026-03-03,1.322
2026-03-04,1.29
2026-03-05,1.288
2026-03-06,1.289
2026-03-09,1.287
2026-03-10,1.275
2026-03-11,1.289
2026-03-12,1.301
2026-03-13,1.292
2026-03-16,1.281
2026-03-17,1.276
2026-03-18,1.273
2026-03-19,1.269
2026-03-20,1.259
2026-03-23,1.23
2026-03-24,1.247
2026-03-25,1.251
2026-03-26,1.253
2026-03-27,1.252
2026-03-30,1.259
2026-03-31,1.251
2026-04-01,1.255
2026-04-02,1.263
2026-04-03,1.25
2026-04-07,1.252
2026-04-08,1.257
2026-04-09,1.251
2026-04-10,1.249
2026-04-13,1.243
2026-04-14,1.242
2026-04-15,1.247
2026-04-16,1.248
2026-04-17,1.243
2026-04-20,1.246
2026-04-21,1.255
2026-04-22,1.246
2026-04-23,1.246
2026-04-24,1.24
2026-04-27,1.233
2026-04-28,1.243
2026-04-29,1.248
2026-04-30,1.244
2026-05-06,1.243
2026-05-07,1.234
2026-05-08,1.235
2026-05-11,1.236
2026-05-12,1.236
2026-05-13,1.236
2026-05-14,1.233
2026-05-15,1.223
2026-05-18,1.216
2026-05-19,1.229
2026-05-20,1.224
2026-05-21,1.213
2026-05-22,1.211
2026-05-25,1.212
2026-05-26,1.21
2026-05-27,1.197
2026-05-28,1.191
2026-05-29,1.211
2026-06-01,1.232
2026-06-02,1.226
2026-06-03,1.221
2026-06-04,1.206
2026-06-05,1.207
2026-06-08,1.201
2026-06-09,1.191
2026-06-10,1.186
2026-06-11,1.182
2026-06-12,1.197
2026-06-15,1.193
2026-06-16,1.174
2026-06-17,1.167
2026-06-18,1.141
2026-06-22,1.154
2026-06-23,1.15
2026-06-24,1.141
2026-06-25,1.12
2026-06-26,1.1
2026-06-29,1.106
2026-06-30,1.087
2026-07-01,1.1
2026-07-02,1.105
2026-07-03,1.121
2026-07-06,1.136
2026-07-07,1.119
2026-07-08,1.123
2026-07-09,1.115
2026-07-10,1.129
2026-07-13,1.138
2026-07-14,1.157
2026-07-15,1.168
2026-07-16,1.157
2026-07-17,1.162
2026-07-20,1.2
2026-07-21,1.192
2026-07-22,1.206
2026-07-23,1.214
2026-07-24,1.199
2026-07-27,1.206
2026-07-28,1.214
2026-07-29,1.231
2026-07-30,1.249
2026-07-31,1.245
2026-08-03,1.243
2026-08-04,1.224
2026-08-05,1.218
2026-08-06,1.221
2026-08-07,1.218
2026-08-10,1.229
2026-08-11,1.236
